Text,CUIS
no renal dysfunction,C1565489;C3279454
heparin alone n $nmbr$,C0019134;C0205171;C0439044;C0679994;C0770546
heparin plus tirofiban n $nmbr$,C0019134;C0770546
type of ml no,C0332307;C1547052
symptom onset to hospital arrival median iqr h,C4086878;C0019994;C1510665
killip class $nmbr$ no,C1881332
anemia no total,C0002871;C1000483;C4554633;C0439175;C0439810
crusade bleeding score mean sd ^,C0019080;C2699239
$nmbr$ moderate or high bleeding risk no total,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335;C0332167;C3272283;C4050568;C4319571;C0439175;C0439810
heparin tirofiban n $nmbr$,C0019134;C0247025;C0770546
no of events total no $nmbr$,C0439175;C0439810
$nmbr$ years old,C0439234;C0580836
class ll iv,C0456387;C1518526;C1705943;C0022326;C4265176
transradial,
transfemoral,
previous cv events,C0441471;C3541888
crusade score,C0449820;C4050231
lad artery,C0003842;C0226004
non lad artery,C0003842;C0226004
killip ciass,
ciass ll iv,C0022326;C4265176
ciass i,C0021966;C0221138
creatinine ciearance,C0010294;C1561535
$nmbr$ mi min,C0702093;C1524029;C3813700
arteriai access,C0444454;C1554204
no of events totol no,C0441471;C3541888
placebo golimumab $nmbr$ mg $nmbr$ mga b,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ mg $nmbr$ mgc,C0024671;C3888239;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ mg $nmbr$ mgb,C0024671;C0373680;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
randomized patients,C0034656;C0030705;C3815594
psa modified shs $nmbr$ $nmbr$,C3810537;C0392747;C3889737;C3813209
ptga $nmbr$ $nmbr$ cm vas,C0042815;C3536884;C3827561
pasi score $nmbr$ $nmbr$ d,C0449820;C4050231
methotrexate use at baseline,C0042153;C0457083;C1947944
placebofigolimumab $nmbr$ mg $nmbr$ mgt,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
golimumab $nmbr$ mg $nmbr$ mgt,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
mtx use at baseline,C0042153;C0457083;C1947944
no mtx use at baseline,C0042153;C0457083;C1947944
no patients with,C0030705
available data,C1511726;C3245479;C3714741
myocardial infarction at presentation n $nmbr$,C0027051;C0428953;C2926063;C3810814;C4552959
no myocardial infarction at presentation n $nmbr$,C0027051;C0428953;C2926063;C3810814;C4552959
thienopyridine n $nmbr$,C1120149
non white race,C0007457;C0043157
any risk factor for stent thrombosis,C0035648;C3897493
renal insufficiency or failure,C0035078;C1565489;C0231174;C0680095
more than $nmbr$ vessels stented,C0005847;C0038257
more than $nmbr$ lesions per vessel,C0221198;C0005847
lesion length $nmbr$ mm,C4330985;C4554674
bifurcation lesion,C0221198;C1546698
in stent restenosis of des,C3272317;C0011702;C4551552
vein graft stented,C0042449;C0181074;C0332835;C1961139;C0038257
unprotected left main stented,C0205091;C0038257;C0443246;C1552822
thrombus containing lesion,C0087086;C0302148;C3146237;C0332256;C2700400;C0221198;C1546698
prior brachytherapy,C0332152;C0006098;C2826257
thienopyridine at randomization,C1120149;C0034656
type of des at index procedure,C0332307;C1547052;C0184661;C2700391;C3274430;C3539779
$nmbr$ type,C0332307;C1547052
no of treated lesions,C1522326;C0221198
no of treated vessels,C1522326;C0005847
no of stents,C0038257
total stent length mm,C4330985;C4554674
lesions,C0221198
native coronary artery lesions,C0205042;C0221198
in stent restenosis,C3272317
extreme tortuosity,C0205403;C0333076;C3641272;C4085555
heavy calcification,C0006660;C0006663;C0175895;C1533591;C1879982;C2242558
modified acc or aha lesion class b $nmbr$ or c,C0175754;C0282160;C3541413;C0050451;C0221198;C1546698;C0772110
figure $nmbr$ cumulative incidence of stent thrombosis according to randomization arm for patients with panel a and without panel b acute myocardial infarction,C0021149;C0220856;C0446516;C3715044;C4553528;C0441833;C1706365;C1999270;C0155626;C3541950
age y median $nmbr$ th to $nmbr$ th percentiles,C0001779;C0039725;C0039738;C1420718;C4282123;C4285344
qualifying type of atherosclerosis n,C1514624;C0332307;C1547052
selected clinical characteristics n,C1707391;C0683325
peripheral revascularization,C0205100;C0581603
any established coronary artery disease,C0010054;C0010068;C1956346
any established peripheral arterial disease,C0085096;C1704436
ace inhibitors or arb,C0003015;C3888198
lipid lowering medications,C0023779;C0441994;C2003888;C0013227;C0802604;C2598133;C4284232
vorapaxar placebo $nmbr$ yr km rate,C0871208;C1521828
planned thienopyridine at baseline,C1120149;C0168634;C1442488
mitt population n $nmbr$,C0032659;C1257890
bmi $nmbr$ kg m $nmbr$ population n $nmbr$,C0022718;C0439209;C4054209;C0032659;C1257890
canagliflozin $nmbr$ mg vs sitagliptin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
hba $nmbr$ c $nmbr$ $nmbr$ bp $nmbr$ $nmbr$ mm hg ldl c $nmbr$ mg dl,C0967300;C0439269
dapagliflozin $nmbr$ mg group n $nmbr$,C0024671;C0441848;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
subjects $nmbr$ years of age n,C1510829
bw mean sd kg,C0022718;C0439209;C4054209
qualifying cv event n,C1514624;C3538987;C0441471;C4019010;C4048877;C4318503
not reported,C0684224;C0700287;C4319718
time from most recent qualifying,C0040223;C3541383;C1514624
cv event years,C0441471;C0439234;C4019010
duration of hypertension n,C0449238;C2926735
seated sbp mean sd mmhg,C0085805;C0439475
seated dbp mean sd mmhg,C0277814;C0439475;C1283233
type $nmbr$ diabetes duration years,C1320657;C0439234
fpg mean sd mmol l,C0444504;C1532563;C2347634;C2348143
type of treatment n,C0455708
oad,
oad plus insulin,C0021641;C1533581;C1579433;C3714501
daily insulin dose mean sd iu,C0049272;C0439453;C0694756
oads n,
aceis arbs,C3888198
full analysis set,C0002778;C0036849;C1442518;C1705195;C0936012;C1524024
hba $nmbr$ c at $nmbr$ weeks,C0019016;C0439230;C1825777;C3538758
change from baseline adjusted mean $nmbr$ ci,C0392747;C0443172;C1705241;C4319952
responders of three item end point at $nmbr$ weeks,C2349179;C2826544;C0439230
seated sbp at $nmbr$ weeks mmhg,C0277814;C0085805;C1283233
bw at $nmbr$ weeks kg,C0005910;C0006041;C2986891
patients with bw decrease of $nmbr$ in patients with baseline bmi of $nmbr$ kg m $nmbr$,C0030705;C0005910;C0006041;C2986891;C0022718;C0439209;C4054209
fpg mmol lt,C0023376;C0230426;C3887647;C4521399
insulin lispro mix $nmbr$,C0205430;C1421951;C1720722;C4553942
caucasians n $nmbr$,C0007457;C0043157
asians n $nmbr$,C0078988
mg dl fpg mmol l,C0439268
phg,
fhg,
fig $nmbr$ responses at baseline and endpoint to insulin glargine and insulin lispro mix $nmbr$ by baseline hba $nmbr$ c quartiles a fasting hyperglycaemia fhg area under the curve auc and b postprandial hyperglycaemia phg auc,C0871261;C0168634;C1442488;C2349179;C2826544;C0205430;C1421951;C1720722;C4553942;C0019016;C2828255;C1825777;C3538758;C0015663;C0020456;C0376690;C4552833;C1855520
all patients on maximally tolerated statin other llt,C0030705;C0360714;C2347090
aiirocumab n $nmbr$,
any cv history risk factors n,C0035648;C1553898
chd history n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
chd risk equivalents n,C1282512;C0439185;C4049980
lipid medication n,C0023779;C0013227;C3244316;C4284232
any statin,C0360714
high dose statin use at screening,C0042153;C0457083;C1947944
other llt use,C0042153;C0457083;C1947944
ezetimibe use,C0042153;C0457083;C1947944
lipid parameters mg dl mean sd,C0439269;C2699239
ldl c calculated,C0444686;C1441506
ldl c measured,C0444706;C3541902
lp a,C0065058;C1439335;C4553379
fasting tgs,C0015663;C1156212;C1537574
aiirocumab,
placebo estimated mean,C0444504;C2347634;C2348143
consistency of effect,C0332529;C1547017
estimated mean,C0444504;C2347634;C2348143
not hispanic latino,C1518424;C0086528
statin treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
high intensity statin,C4081854;C0360714
no high intensity statin,C4081854;C0360714
other llt at randomization,C2347090;C0034656
statin with other llt,C0360714;C2347090
statin without other llt,C0360714;C2347090
history of ml or ischemic stroke,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0948008
prior history ml or stroke,C0439526;C1705224;C3887665;C0038454;C4554100
no prior ml or stroke,C0439526;C1705224;C3887665;C0038454;C4554100
moderate ckd at randomization,C1561643;C0034656
no moderate ckd,C0205081;C1561643;C1881878;C4049705;C4049706;C4085643;C4321335
diabetes at randomization,C0011847;C0011849
estimated mean $nmbr$ cl,C0444504;C0596019;C2347634;C2348143
age years mean $nmbr$ sd,C1510829;C2699239
weight kg mean $nmbr$ sd,C0005910;C2699239;C0043100;C1305866;C1705104
bmi kg m $nmbr$ mean $nmbr$ sd,C0022718;C0439209;C4054209;C0444504;C2699239;C2347634;C2348143
hba $nmbr$ c mean $nmbr$ sd,C0019016;C2699239;C1825777;C3538758
hba $nmbr$ c mmol mol mean,C0444504;C2347634;C2348143
fsg mg dl mean sd,C0439269;C2699239
diabetes duration years mean sd,C0011847;C2699239;C0011849
took prior antihyperglycemic agent any,C1515187;C0450442;C1254351;C1521826
sulfonylureas,C0038766;C3653359
concomitant lipid lowering therapy any,C0585943
fibrates,C1449704;C3540783
niacin,C0027996;C1142562
duration of diabetes years t,C0449238;C2926735
qualifying hba $nmbr$ c,C1514624;C0019016;C1825777;C3538758
urinary albumin creatinine ratio mg g,C0486293;C1300563;C1318293
prior cardiovascular disease,C0332152;C0007222;C2826257
$nmbr$ coronary stenosis,C0242231
prior cerebrovascular disease,C0332152;C0007820;C2826257
prior peripheral arterial disease,C0085096;C1704436
nyha class $nmbr$ or higher,C1882083;C0205250
antihyperglycemic,C0020616
ezetimibe,C1142985
age subgroups,C0001779;C1079230
^median,C0549183;C0876920;C2347635;C2348144;C2939193
asia pacific and other,C0003980
diabetes duration subgroups,C0011847;C1079230;C0011849
diabetes therapy at baseline alone or in combination,C3274787;C3539002;C0205171;C0439044;C0679994;C0205195;C1947911;C3811910
thiazolidinedione includes pioglitazone,C0289779;C1257987;C3537039;C0332257;C1552866;C2700399;C0071097
hba $nmbr$ c subgroups,C0019016;C1079230;C1825777;C3538758
renal function subgroups,C0232804;C1079230
systolic blood pressure subgroups,C0488055;C1079230;C0871470;C1306620
diastolic blood pressure subgroups,C0428883;C1079230;C1305849
body mass index subgroups,C0005893;C1079230;C0578022;C1305855
^median median,C0549183;C0876920;C2347635;C2348144;C2939193
a $nmbr$ kg m $nmbr$,C0022718;C0439209;C4054209
medications taken at time of randomization statins,C0013227;C0802604;C2598133;C4284232;C1883727;C0034656
asteria i ii,C1710602;C4082587
glacial $nmbr$,
placebo n [ $nmbr$,C0032042;C1696465;C1706408
omalizumab $nmbr$ mg n [ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
time since diagnosis of ciu csuf y,C0040223;C3541383
positive cu index test z n,C0022885;C0039593;C0392366;C0456984;C1515976;C3831328;C4318744
no of previous ciu csu medications mean median,C0205156;C0013227;C0802604;C2598133;C4284232;C1552607
previous use of systemic steroids n,C0281991
total ige levelx iu ml median range,C1514721;C2348147;C3542016
in clinic uask,C0150312;C0002424;C0442592;C0332285;C1707101
weekly iss,C1740819;C1845118
weekly number of hives score,C0237753;C0449788
weekly size of largest hives score,C0456389;C0042109
overall dlqi score,C0282416;C3897059;C1561607
angioedema present n,C0002994;C0150312;C0449450
primary key efficacy endpoint,C2986535
change from baseline to week $nmbr$ in weekly iss,C0392747;C0443172;C1705241;C4319952;C0332174;C0439230;C1740819;C1845118
additional endpoints,C1524062;C2349179
change from baseline to week $nmbr$ in uas $nmbr$,C0392747;C0443172;C1705241;C4319952;C0332174;C0439230
change from baseline to week $nmbr$ in weekly no of hives score,C0392747;C0443172;C1705241;C4319952;C0332174;C0439230;C0042109;C0449820;C4050231
median $nmbr$ ci time to weekly iss mid response up to week $nmbr$ wk f,C0040223;C3541383;C0871261;C1704632;C1706817;C2911692
$nmbr$ $nmbr$ ne ne,C0027608;C0028219;C3538705
hr vs placebo $nmbr$ ci,C0008107;C3259781
patients with weekly iss mid response n v,C0030705;C0332174;C0871261;C1704632;C1706817;C2911692
change from baseline to week $nmbr$ in weekly size of largest hive score,C0392747;C0443172;C1705241;C4319952;C0332174;C0439230;C0456389;C0042109;C0221232
change from baseline to week $nmbr$ in dlqi scorez,C0392747;C0443172;C1705241;C4319952;C0332174;C0439230;C3899393
proportion of angioedema free days from week $nmbr$ to week $nmbr$ x,C1709707;C0002994;C0332174;C0439230
lvef $nmbr$ n $nmbr$ $nmbr$ a,C0428772;C0488728
prior angiography showing stenosis $nmbr$ n $nmbr$ $nmbr$ a,C0332152;C0002978;C2826257;C1547282;C0678234;C1261287;C2632116
bnp $nmbr$ pg ml n $nmbr$ $nmbr$,C0054015;C0439297;C1095989;C1417808;C2982014
tni ultrapositive $nmbr$ $nmbr$ g l n $nmbr$ $nmbr$,C0439294;C0456615
medications during hospitalization or at discharge,C0013227;C0802604;C2598133;C4284232;C0012621;C0030685;C2926602
ranotazine vs placebo km failure rate,C0231174;C0680095
hr $nmbr$ s ci,C0008107;C3259781
primary ep cvd mi ri,C0035487;C1826843
$nmbr$ $nmbr$ vs $nmbr$ $nmbr$,
$nmbr$ $nmbr$ $nmbr$ s $nmbr$ $nmbr$ $nmbr$,
no pci,C4049621
$nmbr$ $nmbr$ vi $nmbr$ $nmbr$,C0205999
ranolazine vs placebo km failure rate,C0073633;C0231174;C0680095
hr $nmbr$ s a,
rec ischemia requiring revasc,C0022116;C4321499;C0378365
rec ischemia leading to hosp,C0022116;C4321499;C0332152;C1522538
rec ischemia,C0022116;C4321499
due to ecg changes,C0855329
due worsening angina,C0678226;C3146286;C0332271;C1457868;C1546960;C0002962
no po,C0032729;C0442027
pa,C0030428;C3541314
no pa,C0030428;C3541314
rec ischemia leading to hasp,C0022116;C4321499;C0332152;C1522538
rec ischemia due to ecg changes,C0022116;C4321499
rec ischemia due worsening angina,C0678226;C3146286;C0332271;C1457868;C1546960;C0002962
de $nmbr$ mg bid n $nmbr$ $nmbr$,C0011198;C0017480;C3541240
warfarin n $nmbr$ $nmbr$,C0043031
gfr ckd epi,C1561643;C0162734;C4281721
ckd stages,C1561643;C1306673
$nmbr$ $nmbr$ to $nmbr$ ml min,C0439445
history of stroke see tia,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
hypertension requiring medical treatment,C0020538;C1963138;C0679624
previous vka use stratified randomization,C0042153;C4687737;C0457083;C1947944
naive,
experienced,
duration of previous use of vka months,C1881378;C2826775
q $nmbr$ q $nmbr$,
normal study termination,C1549081;C1692758
concomitant medication $nmbr$,C0013227;C3244316;C4284232
p gp inhibitor,C3898062
vitamins,C0042890;C3540032;C3714649
oral hypoglycemic,C0359086
alpha blocker other vasodilator,C0001641;C0042402;C3537240
previous vka use,C0042153;C0457083;C1947944
$nmbr$ $nmbr$ _ $nmbr$ $nmbr$,
adjusted mean se change from baseline,C0392747;C0443172;C1705241;C4319952
p value vs previous time point,C1709380;C0205156;C2348792;C1552607
calculated annual decline mean se,C0332181;C0036919
adjusted mean _ se change from baseline,C0392747;C0443172;C1705241;C4319952
elderly patients n $nmbr$,C0870602
very elderly patients n $nmbr$,C0442824;C0870602;C2984081
p between age groups,C0441849;C1959644
olmesartan along with ccb n $nmbr$,C1098320;C0006684
olmesartan along with diuretic n $nmbr$,C1098320;C0012798
grade of hypertension,C0441800;C0919553;C3244287
grade $nmbr$,C0441800;C0919553;C3244287
previous history of cardiovascular events,C2004062
drinking,C0001948;C0684271
number of visits median,C1549755;C0549183;C0876920;C2347635;C2348144;C2939193
number of visits mean sd,C1549755;C0444504;C2347634;C2348143
sbp during the follow up period mmhg,C0085805;C0589120;C1522577;C1704685;C3274571
dbp during the follow up period mmhg,C0536221;C3813197;C4281799
uncover $nmbr$,
ixekizumab every $nmbr$ weeks n $nmbr$,C3489764;C0439230
nx,C0445085
bmi kg per m $nmbr$,C0022718;C0439209;C4054209
psoriasis duration years,C0033860;C0439234
percentage of bsa involved,C0439165;C1549488;C1561533;C1314939
spga $nmbr$,
pasi,C4528685
qids sr $nmbr$,C4331197
napsit,
itch nrs,C2240043;C4050142
previous therapy,C0039798;C0087111;C1363945
topical prescription,C0033080;C1521941
topical non prescription,C0332237;C1518422;C0033080;C1521941
phototherapy,C0031765
non biological systemic,C0445097;C0205373
biological,C0005532;C0205460
qva $nmbr$ $nmbr$ $nmbr$ ig od n $nmbr$,C0021027;C0229089;C0439164;C1512019;C3273373;C3665488;C0305052;C0360506
sfc $nmbr$ $nmbr$ ig bid n $nmbr$,C0021027;C0305052;C0360506
copd severity n a,C0024117;C0439793;C0522510;C1412502;C3714496
gold $nmbr$ groups,C0441833;C0687744;C1257890;C1519504;C1552839;C1705428;C1705429
gold b,C0018026;C1304897
gold d,C0018026;C1304897
patients with prior copd related,C0030705;C0332152;C2826257;C0024117;C0439849;C0445223;C1412502;C3714496
ics users at baseline n,C1706077;C0168634;C1442488
postbronchodilator fev $nmbr$ reversibility,C2599594;C0449261
postbronchodilator fev $nmbr$ fvc,C2599594;C3714541
cat score,C0449820;C4050231
cat score category,C0683312;C3889287
$nmbr$ $nmbr$ mild,C2945599
$nmbr$ $nmbr$ moderate,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
$nmbr$ $nmbr$ severe,C0205082;C4050465;C4050466
$nmbr$ $nmbr$ very severe,C3641272;C4050419
bdi focal score,C0449820;C4050231
mmrc grade,C0441800;C0919553;C3244287
smoking history current smoker,C3173209;C3241966
smoking history ex smoker,C1519384;C0337664
copd severity mild moderate,C0439793;C0522510;C1299392
copd severity severe very severe,C0024117;C0205082;C4050465;C4050466;C1412502;C3714496
baseline ics use yes,C1549445;C1705108;C1710701
baseline ics use no,C0042153;C0457083;C1947944
copd exacerbation yes,C1549445;C1705108;C1710701
copd exacerbation no,C0740304
diabetics n $nmbr$,C0241863
non diabetics n $nmbr$,C1518422;C0241863
patients with dm n $nmbr$,C0030705;C0011816;C3250443
patients without dm n $nmbr$,C0030705;C0011816;C3250443
patients with dm vs patients without dm,C0030705;C0011816;C3250443
age\\yr,C0001779;C0439234
b $nmbr$ $nmbr$,
year,C0439234;C0439508
male sex \ no,C0086582
body mass index \ kg m $nmbr$,C0022718;C0439209;C4054209
ischemic stroke incl uncertain,C0948008;C0087130;C4085655
hba $nmbr$ c \n,C0019016;C1825777;C3538758
\mean sd,C0444504;C2699239;C2347634;C2348143
af type no,C0332307;C1547052
median crcl ml min,C0549183;C0439445;C0876920;C2347635;C2348144;C2939193
peripheral arterial disease no,C0085096;C1704436
baseline chads $nmbr$ a c,C0168634;C1442488
baseline cha $nmbr$ ds $nmbr$ vascb c,C0168634;C1420648;C1442488
patients without dm n $nmbr$ $nmbr$,C0030705;C0011816;C3250443
stroke or systemic,C0038454;C4554100;C0205373
embolism,C0013922;C1704212
incl uncertain,C0087130;C4085655
ustekinumab $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
psoriasis,C0033860
patients with psoriasis $nmbr$ of body surface area,C0030705;C0005902
pasi score,C0449820;C4050231
dlqi score,C3897059
swollen joint count,C0451521
tender joint count,C0451530
haq di score,C0449820;C4050231
dactylitis in $nmbr$ digit,C0239161;C0582802;C3241971
dactylitis score,C0449820;C4050231
enthesitis score,C0449820;C4050231
dose mg week,C0332174;C0439230
mean dose sd mg week,C0332174;C0439230
dose mg day,C0178602;C0439422;C0869039;C1114758
mean dose sd mg day,C0178602;C0439422;C0869039;C1114758
non steroidal anti inflammatory drugs,C0003211
placebo to ustekinumab $nmbr$ mgt,C0032042;C1696465;C1706408
ustekinumab,C1608841
patients randomized no,C0030705;C0034656;C3815594
clinical efficacy at week $nmbr$,C0087113;C0332174;C0439230
patients no,C0030705
acr response by baseline weight,C0871261;C1704632;C1706817;C2911692
