cn;concept;cuis;isdefault;cn_override;cleaned
 277;albiglutide ( n = $nmbr$ );C2607479;NA;NA;albiglutide n $nmbr$
 276;visits $nmbr$ e $nmbr$;"C0545082;C1512346;C2826704";NA;NA;visits $nmbr$ e $nmbr$
 276;visit;"C0545082;C1512346;C2826704";NA;NA;visit
 276;randomisation visit ( baseline );"C0034656;C0168634;C0545082;C1442488;C1512346;C2826704";NA;NA;randomisation visit baseline
 276;number of er visits in last year prior to baseline;"C0168634;C0237753;C0439234;C0439508;C0449788;C0545082;C1442488;C1512346;C2826704;C3810541;C3811131";NA;NA;number of er visits in last year prior to baseline
 276;no . with visit;"C0545082;C1512346;C2826704";NA;NA;no with visit
 276;last study visit;"C0545082;C0557651;C1512346;C1517741;C2603343;C2826704";NA;NA;last study visit
 276;er visit;"C0545082;C1512346;C2826704;C3810541;C3811131";NA;NA;er visit
 276;ed visit related to exacerbation  n ( % );"C0439849;C0445223;C0545082;C1512346;C2826704;C3538926;C4086268";NA;NA;ed visit related to exacerbation n
 276;ed severity  visit $nmbr$ * *;"C0439793;C0522510;C0545082;C1512346;C2826704;C3538926";NA;NA;ed severity visit $nmbr$
 276;ed duration  visit $nmbr$ * *;"C0449238;C0545082;C1512346;C2826704;C2926735;C3538926";NA;NA;ed duration visit $nmbr$
 274;dip joint arthritis;"C0003864;C0932510;C4552845";NA;NA;dip joint arthritis
 279;orthopaedic;C0029355;FALSE; -10;orthopaedic
 281;thyroid hormone;"C0040135;C4522017";FALSE; -10;thyroid hormone
 286;probenecid;C0033209;FALSE; -10;probenecid
 276;visit $nmbr$ blood pressures :;"C0545082;C1272641;C1512346;C2826704";FALSE;  15;visit $nmbr$ blood pressures
 276;types of antihypertensive medications at last visit   §;"C0003364;C0332307;C0545082;C1512346;C1517741;C2826704";FALSE;1579;types of antihypertensive medications at last visit
 283;stroke of atherosclerotic origin;"C0038454;C0079946;C0333482;C0439659;C1550512;C4554100";FALSE; 336;stroke of atherosclerotic origin
 287;angioedema present  n ( % ) {;"C0002994;C0150312;C0449450";FALSE;2364;angioedema present n
 287;angioedema present  n ( % ) $nmbr$;"C0002994;C0150312;C0449450";FALSE;2364;angioedema present n $nmbr$
 287;dm present;"C0011816;C0150312;C0449450;C3250443";FALSE; 909;dm present
 274;arthritis type *;"C0003864;C0332307;C1547052;C4552845";NA;NA;arthritis type
 274;arthritis characteristics;"C0003864;C1521970;C4552845";NA;NA;arthritis characteristics
 274;arthritis;"C0003864;C4552845";NA;NA;arthritis
 273;pharyngitis;"C0031350;C4553308";NA;NA;pharyngitis
 273;nasopharyngitis;C0027441;NA;NA;nasopharyngitis
 272;rhinitis;C0035455;NA;NA;rhinitis
 272;allergic rhinitis — no . ( % );"C1334103;C2607914;C4552864";NA;NA;allergic rhinitis no
 272;allergic rhinitis duration  mean ± sd  y *;"C0444504;C0449238;C1334103;C2347634;C2348143;C2607914;C2699239;C2926735;C4552864";NA;NA;allergic rhinitis duration mean sd y
 272;allergic rhinitis;"C1334103;C2607914;C4552864";NA;NA;allergic rhinitis
 271;randomised patients with enthesitis at baselinet;"C0030705;C1282952";NA;NA;randomised patients with enthesitis at baselinet
 271;patients with enthesitis at week $nmbr$  n ( % );"C0030705;C0332174;C0439230;C1282952";NA;NA;patients with enthesitis at week $nmbr$ n
 271;patients with enthesitis at baseline  no .;"C0030705;C0168634;C1282952;C1442488";NA;NA;patients with enthesitis at baseline no
 271;patients with enthesitis  no . ( % );"C0030705;C1282952";NA;NA;patients with enthesitis no
 271;patients with enthesitis  n ( % );"C0030705;C1282952";NA;NA;patients with enthesitis n
 271;patients with enthesitis;"C0030705;C1282952";NA;NA;patients with enthesitis
 271;patients with $ $nmbr$ dactylitis digit at week $nmbr$ enthesitis;"C0030705;C0332174;C0439230;C1282952;C3863761";NA;NA;patients with $ $nmbr$ dactylitis digit at week $nmbr$ enthesitis
 271;enthesitis score at baseline  median ( iqr ) week $nmbr$;"C0168634;C0332174;C0439230;C0449820;C0549183;C0876920;C1282952;C1442488;C2347635;C2348144;C2939193;C4050231";NA;NA;enthesitis score at baseline median iqr week $nmbr$
 271;enthesitis score *;"C0449820;C1282952;C4050231";NA;NA;enthesitis score
 271;enthesitis  n ( % );C1282952;NA;NA;enthesitis n
 271;enthesitis  % §;C1282952;NA;NA;enthesitis
 271;enthesitis;C1282952;NA;NA;enthesitis
 271;% improvement in enthesitis score at week $nmbr$  n;"C0332174;C0439230;C0449820;C1282952;C2986411;C4050231";NA;NA;improvement in enthesitis score at week $nmbr$ n
 270;pancolitis;C0868908;NA;NA;pancolitis
 270;extensive / pancolitis;"C0205231;C0868908";NA;NA;extensive pancolitis
 269;spondylitis;C0038012;NA;NA;spondylitis
 269;randomised patients with spondylitis at baseline  n;"C0030705;C0038012;C0168634;C1442488";NA;NA;randomised patients with spondylitis at baseline n
 268;chronic bronchitis ( n = $nmbr$ );C0008677;NA;NA;chronic bronchitis n $nmbr$
 268;chronic bronchitis ( itt ) ( n = $nmbr$ );C0008677;NA;NA;chronic bronchitis itt n $nmbr$
 268;chronic bronchitis ( % );C0008677;NA;NA;chronic bronchitis
 268;chronic bronchitis !;C0008677;NA;NA;chronic bronchitis
 268;chronic bronchitis;C0008677;NA;NA;chronic bronchitis
 268;bronchitis;C0006277;NA;NA;bronchitis
 267;diagnostic catheterization;C0596429;NA;NA;diagnostic catheterization
 267;cardiac catheterization;C0018795;NA;NA;cardiac catheterization
 266;ambition;C0870128;NA;NA;ambition
 265;toast classification;"C1710306;C4521230";NA;NA;toast classification
 265;patient classification;"C0008902;C0008903;C0030705;C0678229";NA;NA;patient classification
 265;pah classification — no . ( % );"C0008902;C0008903;C0030123;C0678229;C3203102;C4284467";NA;NA;pah classification no
 265;pah classification;"C0008902;C0008903;C0030123;C0678229;C3203102;C4284467";NA;NA;pah classification
 265;classification of af  no . ( % );"C0008902;C0008903;C0344434;C0678229;C4049859";NA;NA;classification of af no
 264;heavy calcification;"C0006660;C0006663;C0175895;C0439539;C1533591;C1879982;C2242558";NA;NA;heavy calcification
 264;calcification  n ( % );"C0006660;C0006663;C0175895;C1533591;C1879982;C2242558";NA;NA;calcification n
 263;intermittent claudication;C0021775;NA;NA;intermittent claudication
 263;claudication only;"C0021775;C0205171;C0311395;C1456822;C1720467";NA;NA;claudication only
 263;claudication ( fontaine class > $nmbr$ );"C0021775;C0311395;C0456387;C1456822;C1518526;C1705943";NA;NA;claudication fontaine class $nmbr$
 263;claudication;"C0021775;C0311395;C1456822";NA;NA;claudication
 262;dcct a $nmbr$ c;NA;NA;NA;dcct a $nmbr$ c
 262;ccv history / condition at baseline;"C0168634;C0683519;C1442488";NA;NA;ccv history condition at baseline
 262;ccv history / condition;C0683519;NA;NA;ccv history condition
 261;medications in the hospital after randomization — no . ( % );"C0013227;C0019994;C0034656;C0802604;C1510665;C2598133;C4284232";NA;NA;medications in the hospital after randomization no
 261;in - hospital medication;"C0013227;C0019994;C1510665;C3244316;C4284232";NA;NA;in hospital medication
 261;in - hospital;"C0019994;C1510665";NA;NA;in hospital
 260;hospitalized pneumonia events  n;"C0032285;C0441471;C0701159;C3541888";NA;NA;hospitalized pneumonia events n
 260;hospitalized angina;"C0002962;C0701159";NA;NA;hospitalized angina
 260;hospitalized !;C0701159;NA;NA;hospitalized
 260;hospitalized;C0701159;NA;NA;hospitalized
 258;time to death due to pah or hospitalization due to pah up to the end of the treatment periodd;"C0019993;C0030123;C0039798;C0087111;C0444930;C0547043;C0678226;C1301931;C1522326;C1533734;C1705169;C2746065;C3203102;C3538994;C3887704;C4284467";NA;NA;time to death due to pah or hospitalization due to pah up to the end of the treatment periodd
 268;sinusitis;"C0037199;C4553555";FALSE;1838;sinusitis
 268;synovitis;C0039103;FALSE;1839;synovitis
 270;tendonitis;C0039503;FALSE; -10;tendonitis
 271;uniti - $nmbr$;NA;FALSE; -10;uniti $nmbr$
 271;uveitis;"C0042164;C1963266";FALSE; -10;uveitis
 271;im - uniti;NA;FALSE; -10;im uniti
 271;bursitis;C0006444;FALSE; -10;bursitis
 272;cystitis;"C0010692;C0600041;C1963088";FALSE; -10;cystitis
 272;osteitis;C0029400;FALSE; -10;osteitis
 259;hospitalisation for heart failure;C3898876;FALSE;  12;hospitalisation for heart failure
 259;required hospitalization;C1708385;FALSE;  12;required hospitalization
 261;pci - hospital;"C0019994;C1510665;C4049621";FALSE;1661;pci hospital
 261;community hospital;C0020003;FALSE;2361;community hospital
 259;hospitalization for heart failure within previous $nmbr$ mo — no . ( % );"C0026544;C0205156;C0332177;C1552607;C3898876";FALSE; 824;hospitalization for heart failure within previous $nmbr$ mo no
 259;previous hospitalization for heart failure;"C0205156;C1552607;C3898876";FALSE; 824;previous hospitalization for heart failure
 259;cardiovascular death / hospitalization for heart failure;"C0007226;C0011065;C1306577;C3887460;C3898876;C4082313;C4552775";FALSE;  12;cardiovascular death hospitalization for heart failure
 259;hospitalization for heart failure;C3898876;FALSE;  12;hospitalization for heart failure
 261;community hospital ( % );C0020003;FALSE;2361;community hospital
 261;community hospital  n ( % );C0020003;FALSE;2361;community hospital n
 265;gold classification;"C0008902;C0008903;C0018026;C0678229;C1304897";FALSE; 213;gold classification
 265;classification of epilepsy type  n ( % );"C0008902;C0008903;C0014544;C0332307;C0678229;C1547052";FALSE;2362;classification of epilepsy type n
 265;diabetes mellitus classification;"C0008902;C0008903;C0011849;C0678229";FALSE; 907;diabetes mellitus classification
 266;infliximab combination therapy;"C0009429;C0205195;C0556895;C0666743;C1947911;C3811910;C4076075";FALSE; 154;infliximab combination therapy
 266;combination therapy * *;"C0009429;C0556895";FALSE;2363;combination therapy
 266;combination therapy  n = $nmbr$;"C0009429;C0556895";FALSE;2363;combination therapy n $nmbr$
 266;combination therapy ( n = $nmbr$ );"C0009429;C0556895";FALSE;2363;combination therapy n $nmbr$
 267;cardiac catheterisation or pci for index event;"C0018795;C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010;C4049621";FALSE;1661;cardiac catheterisation or pci for index event
 258;medical therapy during index hospitalization — %;"C0019993;C0418981;C0600653;C0918012;C1552854;C1637833;C2986546";NA;NA;medical therapy during index hospitalization
 257;ct ratio > $nmbr$ . $nmbr$;"C0007673;C0456603;C1547037;C3540513;C3813556;C3888140";NA;NA;ct ratio $nmbr$ $nmbr$
 257;ct ratio ( % );"C0007673;C0456603;C1547037;C3540513;C3813556;C3888140";NA;NA;ct ratio
 257;ct + tt;"C0007673;C1452561;C3540513;C3813556;C3888140;C4554543";NA;NA;ct tt
 257;ct;"C0007673;C3540513;C3813556;C3888140";NA;NA;ct
 256;icd or crt - d;C0021122;NA;NA;icd or crt d
 256;icd / crt - d  n ( % );C0021122;NA;NA;icd crt d n
 256;crt - p + d  n ( % );NA;NA;NA;crt p d n
 256;crt - p;NA;NA;NA;crt p
 256;crt - d;NA;NA;NA;crt d
 256;crt;NA;NA;NA;crt
 255;it $nmbr$ . $nmbr$;NA;NA;NA;it $nmbr$ $nmbr$
 255;copd assessment test ( cat ) score;"C0007450;C0325090;C0449820;C0524517;C1443200;C3665481;C4050231;C4050461;C4284282";NA;NA;copd assessment test cat score
 255;comparison : cat . $nmbr$ vs . cat . $nmbr$;"C0007450;C0325090;C0524517;C1443200;C1707455;C3665481;C4050461;C4284282";NA;NA;comparison cat $nmbr$ vs cat $nmbr$
 255;cat total score $nmbr$;"C0007450;C0325090;C0524517;C1443200;C2964552;C3665481;C4050461;C4284282";NA;NA;cat total score $nmbr$
 255;cat total score;"C0007450;C0325090;C0524517;C1443200;C2964552;C3665481;C4050461;C4284282";NA;NA;cat total score
 255;cat scoreff;"C0007450;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282";NA;NA;cat scoreff
 255;cat score category;"C0007450;C0325090;C0449820;C0524517;C0683312;C1443200;C3665481;C3889287;C4050231;C4050461;C4284282";NA;NA;cat score category
 255;cat score  mean ( sd );"C0007450;C0325090;C0444504;C0449820;C0524517;C1443200;C2347634;C2348143;C2699239;C3665481;C4050231;C4050461;C4284282";NA;NA;cat score mean sd
 255;cat score;"C0007450;C0325090;C0449820;C0524517;C1443200;C3665481;C4050231;C4050461;C4284282";NA;NA;cat score
 255;cat > = $nmbr$ ( n = $nmbr$  $nmbr$ );"C0007450;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282";NA;NA;cat $nmbr$ n $nmbr$ $nmbr$
 255;cat > = $nmbr$;"C0007450;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282";NA;NA;cat $nmbr$
 255;cat > $nmbr$;"C0007450;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282";NA;NA;cat $nmbr$
 255;cat < $nmbr$;"C0007450;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282";NA;NA;cat $nmbr$
 255;cat . $nmbr$ n / n ( % );"C0007450;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282";NA;NA;cat $nmbr$ n n
 255;$nmbr$ % cit;"C0008864;C0523573;C1427027;C4553421";NA;NA;$nmbr$ cit
 254;p value ( on vs off omt );C1709380;NA;NA;p value on vs off omt
 254;on omt ( n = $nmbr$ );NA;NA;NA;on omt n $nmbr$
 254;on omt;NA;NA;NA;on omt
 254;oma / oat ( n   =   $nmbr$ );"C0028753;C0331496;C0939905;C3539067;C3897364";NA;NA;oma oat n $nmbr$
 254;oma / oat;"C0028753;C0331496;C0939905;C3539067;C3897364";NA;NA;oma oat
 254;oat ( n   =   $nmbr$ );"C0028753;C0331496;C0939905;C3539067;C3897364";NA;NA;oat n $nmbr$
 254;oat;"C0028753;C0331496;C0939905;C3539067;C3897364";NA;NA;oat
 253;zt = $nmbr$;NA;NA;NA;zt $nmbr$
 253;ra ndosii zat ion;"C0022023;C1700702;C3538806;C4048756";NA;NA;ra ndosii zat ion
 252;without dvt dvt alone;"C0149871;C0205171;C0439044;C0679994;C2926618;C3899446";NA;NA;without dvt dvt alone
 252;treatment period index dvt : event;"C0039798;C0087111;C0149871;C0439531;C0441471;C0600653;C0918012;C1522326;C1533734;C1552854;C1637833;C1705169;C1948053;C2926618;C2986546;C3538994;C3887704;C3899446;C4019010";NA;NA;treatment period index dvt event
 252;only dvt;"C0149871;C0205171;C1720467;C2926618;C3899446";NA;NA;only dvt
 252;locafon of index dvt;"C0149871;C0600653;C0918012;C1552854;C1637833;C2926618;C2986546;C3899446";NA;NA;locafon of index dvt
 252;kheeatne index dvt;"C0149871;C0600653;C0918012;C1552854;C1637833;C2926618;C2986546;C3899446";NA;NA;kheeatne index dvt
 252;dvt only;"C0149871;C0205171;C1720467;C2926618;C3899446";NA;NA;dvt only
 252;dvt;"C0149871;C2926618;C3899446";NA;NA;dvt
 252;concomitant dvt — no . ( % ) baseline nt - probnp — no . ( % );"C0149871;C0168634;C0521115;C0669479;C0754710;C1442488;C2926618;C3899446";NA;NA;concomitant dvt no baseline nt probnp no
 252;concomitant dvt  n ( % );"C0149871;C0521115;C2926618;C3899446";NA;NA;concomitant dvt n
 252;acute dvt study;"C0149871;C0205178;C0557651;C2603343;C2926618;C3899446";NA;NA;acute dvt study
 251;tt;"C1452561;C4554543";NA;NA;tt
 251;tgt;"C1421391;C1428265;C4321338";NA;NA;tgt
 251;low tt < $nmbr$ . $nmbr$ ( n = $nmbr$ );"C0205251;C1452561;C1550472;C3890211;C4048187;C4321351;C4522223;C4554543";NA;NA;low tt $nmbr$ $nmbr$ n $nmbr$
 250;p value by gt;"C1435727;C1704693;C1709380;C2697657";NA;NA;p value by gt
 250;gt + tt;"C1435727;C1452561;C1704693;C2697657;C4554543";NA;NA;gt tt
 250;gt;"C1435727;C1704693;C2697657";NA;NA;gt
 249;psa ‐ modified shs of hands and feet;"C0016504;C0018563;C0347981;C0392747;C1552914;C3810537;C3813209;C3889737";NA;NA;psa modified shs of hands and feet
 249;psa - modified shs of hands & feet $nmbr$ ( $nmbr$ - $nmbr$ );"C0016504;C0018563;C0347981;C0392747;C1552914;C3810537;C3813209;C3889737";NA;NA;psa modified shs of hands feet $nmbr$ $nmbr$ $nmbr$
 257;ct findings;"C0007673;C2607943;C2926606;C3539655;C3540513;C3813556;C3888140";FALSE;2357;ct findings
 258;hospitalisation;C0019993;FALSE;2358;hospitalisation
 258;hospitalization;C0019993;FALSE;2358;hospitalization
 258;hospitalization for;C0019993;FALSE;2358;hospitalization for
 258;hospitalization for / due to;C0019993;FALSE;2358;hospitalization for due to
 258;hospitalizations;C0019993;FALSE;2358;hospitalizations
 258;hospitalization  n ( % );C0019993;FALSE;2358;hospitalization n
 258;hospitalizations  n;C0019993;FALSE;2358;hospitalizations n
 258;hospitalization stratum  n ( % );C0019993;FALSE;2358;hospitalization stratum n
 258;hf hospitalization;"C0018488;C0019993;C1313497;C1538440;C3273279";FALSE;2359;hf hospitalization
 258;hf hospitalizations  median ( iqr );"C0018488;C0019993;C0549183;C0876920;C1313497;C1538440;C2347635;C2348144;C2939193;C3273279";FALSE;2359;hf hospitalizations median iqr
 258;hospitalization for hf;"C0018488;C0019993;C1313497;C1538440;C3273279";FALSE;2359;hospitalization for hf
 258;prior hf hospitalization;"C0018488;C0019993;C0332152;C1313497;C1538440;C2826257;C3273279";FALSE;2359;prior hf hospitalization
 258;prior hf hospitalization ( n = $nmbr$ );"C0018488;C0019993;C0332152;C1313497;C1538440;C2826257;C3273279";FALSE;2359;prior hf hospitalization n $nmbr$
 258;prior hospitalization for hf  %;"C0018488;C0019993;C0332152;C1313497;C1538440;C2826257;C3273279";FALSE;2359;prior hospitalization for hf
 258;hospitalization for unstable ap;"C0002680;C0019993;C0443343;C1883468;C3887950";FALSE;2360;hospitalization for unstable ap
 258;previous hospitalization for unstable angina;"C0002965;C0019993;C0205156;C1552607";FALSE;2360;previous hospitalization for unstable angina
 258;pci during index hospitalization;"C0019993;C0600653;C0918012;C1552854;C1637833;C2986546;C4049621";FALSE;1661;pci during index hospitalization
 249;msfc timed $nmbr$ - foot walk test .;"C0016504;C0347981;C0392761;C2346504;C2348613;C2348704;C4277740";NA;NA;msfc timed $nmbr$ foot walk test
 249;feet;"C0016504;C0347981";NA;NA;feet
 248;patients ( ft );"C0030705;C1881534;C3890579";NA;NA;patients ft
 248;> $nmbr$ ft;"C1881534;C3890579";NA;NA;$nmbr$ ft
 248;< $nmbr$ ft;"C1881534;C3890579";NA;NA;$nmbr$ ft
 248;$nmbr$ - $nmbr$ ft;"C1881534;C3890579";NA;NA;$nmbr$ $nmbr$ ft
 247;rest ofworld;"C0035253;C1622890";NA;NA;rest ofworld
 247;rest ofthe world;"C0035253;C1622890;C2700280";NA;NA;rest ofthe world
 247;rest of world n z $nmbr$;"C0035253;C1622890;C2700280";NA;NA;rest of world n z $nmbr$
 247;rest of world;"C0035253;C1622890;C2700280";NA;NA;rest of world
 247;rest of the world;"C0035253;C1622890;C2700280";NA;NA;rest of the world
 247;rest - of - world ( n = $nmbr$ );"C0035253;C1622890;C2700280";NA;NA;rest of world n $nmbr$
 246;st - $nmbr$ ( ng / ml );"C0036056;C0439275;C3272372";NA;NA;st $nmbr$ ng ml
