Text,CUIS
figure $nmbr$ cardiovascular death myocardial infarction or stroke at $nmbr$ years with ticagrelor doses pooled purple compared with placebo in patients withdrawn from p $nmbr$ y $nmbr$ inhibitor therapy within $nmbr$ days of randomization strati ed by a qualifying myocardial infarction $nmbr$ months prior to randomization left and $nmbr$ months prior to randomization right,C0027051;C0428953;C2926063;C3810814;C4552959;C0038454;C4554100;C0178602;C0439542;C1707455;C0032042;C1696465;C1706408;C0030705;C0424092;C2349954;C2825032;C3853865;C0439228;C0034656;C1514624;C0439231;C0332152
early death,C1836407
western europe and other,C0043129
poor outcome at $nmbr$ months,C3806166;C0439231
hr bpm,
numbers of events,C4330837
creatinine mol l,C0010294;C0347982;C1561535
ors $nmbr$ cis,C1504308;C1742862
hemoglobin g l,C0635222
median bnp iqr pg ml,C0054015;C0439297;C1095989;C1417808;C2982014
figure $nmbr$ cardiovascular death myocardial infarction or stroke at $nmbr$ years with ticagrelor doses pooled purple compared with placebo in patients withdrawn from p $nmbr$ y $nmbr$ inhibitor therapy within $nmbr$ days of randomization strati ed by a qualifying myocardial infarction $nmbr$ months prior to randomization left and $nmbr$ months prior to randomization right,C0027051;C0428953;C2926063;C3810814;C4552959;C0038454;C4554100;C0178602;C0439542;C1707455;C0032042;C1696465;C1706408;C0030705;C0424092;C2349954;C2825032;C3853865;C0439228;C0034656;C1514624;C0439231;C0332152
median nt probnp iqr pg ml,C0669479;C0439297;C0754710
western europe and other,C0043129
ischaemic etiology n,C0475224;C0015127;C1314792;C1524003
hr bpm,
nyha,C1275491
creatinine mol l,C0010294;C0347982;C1561535
kccq score,C0449820;C4050231
hemoglobin g l,C0635222
hospitalization for heart failure n,C3898876
median bnp iqr pg ml,C0054015;C0439297;C1095989;C1417808;C2982014
myocardial infarction n,C0027051;C0428953;C2926063;C3810814;C4552959
median nt probnp iqr pg ml,C0669479;C0439297;C0754710
stroke n,C0038454;C4554100
ischaemic etiology n,C0475224;C0015127;C1314792;C1524003
coronary artery bypass grafting n,C0010055
nyha,C1275491
percutaneous coronary intervention n,C1532338
kccq score,C0449820;C4050231
diuretic n,C0012798
hospitalization for heart failure n,C3898876
beta blocker n,C0001645
myocardial infarction n,C0027051;C0428953;C2926063;C3810814;C4552959
stroke n,C0038454;C4554100
mineralocorticoid receptor antagonist n,C1579268
oral anticoagulant n,C0354604
coronary artery bypass grafting n,C0010055
antiplatelet agent n,C0085826
percutaneous coronary intervention n,C1532338
lipid lowering agent n,C0086440
diuretic n,C0012798
implantable cardioverter defibrillator n,C0162589;C2825184
beta blocker n,C0001645
cardiac resynchronization therapy n,C1167956
mineralocorticoid receptor antagonist n,C1579268
enalapril,C0014025
oral anticoagulant n,C0354604
lcz $nmbr$,
antiplatelet agent n,C0085826
cv death or hf hosp,C0011065;C1306577;C4082313;C4552775;C0018488;C1313497;C1538440;C3273279
lipid lowering agent n,C0086440
hf hosp,C0018488;C1313497;C1538440;C3273279
implantable cardioverter defibrillator n,C0162589;C2825184
acd,C4554601
cardiac resynchronization therapy n,C1167956
enalapril,C0014025
bmi body mass index bnp brain natriuretic peptide dbp diastolic blood pressure gfr glomerular filtration rate hr heart rate iqr interquartile range kccq kansas city cardiomyopathy questionnaire n number nt n terminal nyha new york heart association sbp systolic blood pressure,C0488055;C0871470;C1306620
lcz $nmbr$,
fig $nmbr$ pasi $nmbr$ pasi $nmbr$ and pasi $nmbr$ response rates at week $nmbr$ overall and by type of prior failed systemic therapy,C0349966;C1337208;C0237629;C1515119
cv death or hf hosp,C0011065;C1306577;C4082313;C4552775;C0018488;C1313497;C1538440;C3273279
tiotropium $nmbr$ g n $nmbr$,C0213771;C0439267
hf hosp,C0018488;C1313497;C1538440;C3273279
tiotropium $nmbr$ $nmbr$ g n $nmbr$,C0213771;C0439267
acd,C4554601
median range duration of asthma y,C0449238;C2926735
fev $nmbr$ at screening,C3714541;C0220908;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
bmi body mass index bnp brain natriuretic peptide dbp diastolic blood pressure gfr glomerular filtration rate hr heart rate iqr interquartile range kccq kansas city cardiomyopathy questionnaire n number nt n terminal nyha new york heart association sbp systolic blood pressure,C0488055;C0871470;C1306620
actual l,C0237400
fig $nmbr$ pasi $nmbr$ pasi $nmbr$ and pasi $nmbr$ response rates at week $nmbr$ overall and by type of prior failed systemic therapy,C0349966;C1337208;C0237629;C1515119
of predicted,C0681842;C1882327
tiotropium $nmbr$ g n $nmbr$,C0213771;C0439267
fev $nmbr$ at baseline randomization,C3714541;C0168634;C0034656;C1442488
tiotropium $nmbr$ $nmbr$ g n $nmbr$,C0213771;C0439267
fvc,C3714541
median range duration of asthma y,C0449238;C2926735
fev $nmbr$ fvc at baseline randomization,C3714541;C0034656
fev $nmbr$ at screening,C3714541;C0220908;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
pefam l min,C0702093;C1524029;C3813700
actual l,C0237400
pefpm l min,C0702093;C1524029;C3813700
of predicted,C0681842;C1882327
acq $nmbr$ total score,C2919686;C2964552
fev $nmbr$ at baseline randomization,C3714541;C0168634;C0034656;C1442488
ics dose of stable maintenance treatment g,C3714445
fvc,C3714541
treatment and parameter,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0549193;C1704769;C2350001
fev $nmbr$ fvc at baseline randomization,C3714541;C0034656
adjusted mean se ml,C0439526;C1705224;C3887665
pefam l min,C0702093;C1524029;C3813700
active vs placebo,C0205177;C3853793;C3888249;C0032042;C1696465;C1706408
pefpm l min,C0702093;C1524029;C3813700
adjusted mean of difference se ml,C0444504;C2347634;C2348143
acq $nmbr$ total score,C2919686;C2964552
peak fev $nmbr$ $nmbr$ $nmbr$ h response,C0871261;C1704632;C1706817;C2911692
ics dose of stable maintenance treatment g,C3714445
trough fev $nmbr$ response,C0871261;C1704632;C1706817;C2911692
treatment and parameter,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0549193;C1704769;C2350001
fev $nmbr$ of predicted normal post bronchodilator,C3714541;C0205307;C0231683;C0439166;C2347086;C4553972;C2599594
adjusted mean se ml,C0439526;C1705224;C3887665
dabigatran $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
active vs placebo,C0205177;C3853793;C3888249;C0032042;C1696465;C1706408
enoxaparin $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
adjusted mean of difference se ml,C0444504;C2347634;C2348143
number of treated patients,C2360800;C1522326
peak fev $nmbr$ $nmbr$ $nmbr$ h response,C0871261;C1704632;C1706817;C2911692
females n,C0086287
trough fev $nmbr$ response,C0871261;C1704632;C1706817;C2911692
body mass indexa,C0518010
fev $nmbr$ of predicted normal post bronchodilator,C3714541;C0205307;C0231683;C0439166;C2347086;C4553972;C2599594
previous vte n,C0205156;C0630906;C1552607
dabigatran $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
creatinine clearanceb ml min,C0010294;C0439445;C1561535
enoxaparin $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
racec n,C4287599
number of treated patients,C2360800;C1522326
india,C0021201;C2700456
females n,C0086287
australia new zealand south africa,C0027978;C0037712;C0324547
body mass indexa,C0518010
patients treated and operated n,C0030705;C1522326;C3242339
previous vte n,C0205156;C0630906;C1552607
anesthesiad n,
creatinine clearanceb ml min,C0010294;C0439445;C1561535
general alone,C0205246;C3812897;C3891294;C4521767;C0205171;C0439044;C0679994
racec n,C4287599
neuraxial alonee,
india,C0021201;C2700456
combinationf,
australia new zealand south africa,C0027978;C0037712;C0324547
mean duration of surgery sd min,C0449238;C2926735
patients treated and operated n,C0030705;C1522326;C3242339
study treatment,C1521826
anesthesiad n,
mean time to first subcutaneous injectiong h in relation to surgery hr,C0040223;C3541383;C0038894;C0038895;C0543467;C1274039
general alone,C0205246;C3812897;C3891294;C4521767;C0205171;C0439044;C0679994
mean time to first oral dose postsurgeryh hr,C0040223;C3541383
neuraxial alonee,
combinationf,
median range duration of hospital stayi d,C0449238;C2926735
mean duration of surgery sd min,C0449238;C2926735
median range treatment duration d,C0444921;C3259042
study treatment,C1521826
monotherapy $nmbr$,
add on to met $nmbr$,C1883712;C0428210;C1550543;C4317104
mean time to first subcutaneous injectiong h in relation to surgery hr,C0040223;C3541383;C0038894;C0038895;C0543467;C1274039
add on to met su $nmbr$,C1883712;C0038642;C1705534
mean time to first oral dose postsurgeryh hr,C0040223;C3541383
mean sd age y race n,C0001779;C0034510;C1706779;C3853635
median range duration of hospital stayi d,C0449238;C2926735
othery ethnicity n,C0015031;C0243103
median range treatment duration d,C0444921;C3259042
mean sd hba $nmbr$ c,C0444504;C0019016;C1825777;C3538758;C2347634;C2348143
monotherapy $nmbr$,
latin american subgroup,C1079230;C1515021
add on to met $nmbr$,C1883712;C0428210;C1550543;C4317104
monotherapy,
add on to met su $nmbr$,C1883712;C0038642;C1705534
add on to met,C1883712;C0428210;C1550543;C4317104
mean sd age y race n,C0001779;C0034510;C1706779;C3853635
add on to met su,C1883712;C0038642;C1705534
othery ethnicity n,C0015031;C0243103
cana,C1418845
mean sd hba $nmbr$ c,C0444504;C0019016;C1825777;C3538758;C2347634;C2348143
figure $nmbr$ changes in systolic bp for the overall populations and latin american subgroups of the a pbo controlled studies at week $nmbr$ and b active controlled studies at week $nmbr$,C1268766;C0032659;C1257890;C1553378;C1079230;C0031962;C0681867;C1706449
latin american subgroup,C1079230;C1515021
monotherapy,
bp blood pressure pbo placebo met metformin su sulfonylurea ls least squares se standard error ci confidence interval cana canagliflozin sita sitagliptin glim glimepiride ns not significant p $nmbr$ $nmbr$ versus pbo sita ystatistical comparisons were not performed in the post hoc analysis of patients from latin america zp ns versus pbo xstatistical comparisons were not performed not prespecified,C0038944;C1112705;C1705982;C1273937;C0031962;C1707455;C0884358;C0002778;C0936012;C1524024;C1518422
add on to met,C1883712;C0428210;C1550543;C4317104
bp and fasting glucose results,C0037623;C1415692;C1708288;C4318478;C1274040;C1546471;C2825142
add on to met su,C1883712;C0038642;C1705534
ethnicity $nmbr$,C0015031;C0243103
cana,C1418845
mean change in sbp from baseline mmhg mean sd,C0392747;C0443172;C1705241;C4319952;C0168634;C2699239;C1442488
figure $nmbr$ changes in systolic bp for the overall populations and latin american subgroups of the a pbo controlled studies at week $nmbr$ and b active controlled studies at week $nmbr$,C1268766;C0032659;C1257890;C1553378;C1079230;C0031962;C0681867;C1706449
education yrs mean sd,C0013621;C2699239;C0013622;C0013658;C0039401
bp blood pressure pbo placebo met metformin su sulfonylurea ls least squares se standard error ci confidence interval cana canagliflozin sita sitagliptin glim glimepiride ns not significant p $nmbr$ $nmbr$ versus pbo sita ystatistical comparisons were not performed in the post hoc analysis of patients from latin america zp ns versus pbo xstatistical comparisons were not performed not prespecified,C0038944;C1112705;C1705982;C1273937;C0031962;C1707455;C0884358;C0002778;C0936012;C1524024;C1518422
receiving antihypertensive treatment n blood pressure mm hg mean sd,C1514756;C0428886;C2699239
bp and fasting glucose results,C0037623;C1415692;C1708288;C4318478;C1274040;C1546471;C2825142
mean change in dbp from baseline mg dl mean sd,C0392747;C0443172;C1705241;C4319952;C0439269;C2699239
ethnicity $nmbr$,C0015031;C0243103
baseline lipid profile mg dl mean sd,C0439269;C2699239
mean change in sbp from baseline mmhg mean sd,C0392747;C0443172;C1705241;C4319952;C0168634;C2699239;C1442488
participants at baseline n,C0679646;C0168634;C1442488
education yrs mean sd,C0013621;C2699239;C0013622;C0013658;C0039401
fasting glucose mg dl diabetes classification,C0008902;C0008903;C0678229
diabetesz,
receiving antihypertensive treatment n blood pressure mm hg mean sd,C1514756;C0428886;C2699239
mean sd baseline,C0168634;C1442488
mean change in dbp from baseline mg dl mean sd,C0392747;C0443172;C1705241;C4319952;C0439269;C2699239
impaired fasting glucosex,C0221099;C0015663
baseline lipid profile mg dl mean sd,C0439269;C2699239
baseline if have $nmbr$ yr follow up,C0168634;C1442488;C0589120;C1522577;C1704685;C3274571
participants at baseline n,C0679646;C0168634;C1442488
lipid trial participantsk,C0023779;C0008976
fasting glucose mg dl diabetes classification,C0008902;C0008903;C0678229
change from baseline mg dl mean sd,C0392747;C0443172;C1705241;C4319952
diabetesz,
fasting glucose $nmbr$ mg dl n,C0015663;C0439269
mean sd baseline,C0168634;C1442488
st t waveft,C0036056;C3272372
impaired fasting glucosex,C0221099;C0015663
baseline if have $nmbr$ yr follow up,C0168634;C1442488;C0589120;C1522577;C1704685;C3274571
history of lvh on electrocardiogram,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0013798;C1547122;C1623258
lipid trial participantsk,C0023779;C0008976
history of lvh on echocardiogram,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0013516;C2243117
change from baseline mg dl mean sd,C0392747;C0443172;C1705241;C4319952
estimated gfr ml min $nmbr$ $nmbr$ m $nmbr$ mean sd,C0017654;C0439445;C1424601;C0444504;C2699239;C2347634;C2348143
fasting glucose $nmbr$ mg dl n,C0015663;C0439269
additional antihypertensive subgroup,C1079230;C1515021
st t waveft,C0036056;C3272372
thiazide diuretic,C0012802;C3536861
dapagliflozin n $nmbr$,C2353951
history of lvh on electrocardiogram,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0013798;C1547122;C1623258
placebo n $nmbr$ l,C0032042;C1696465;C1706408
history of lvh on echocardiogram,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0013516;C2243117
women ethnic origin,C0043210;C0015031
estimated gfr ml min $nmbr$ $nmbr$ m $nmbr$ mean sd,C0017654;C0439445;C1424601;C0444504;C2699239;C2347634;C2348143
$nmbr$ $nmbr$ l,C0439394;C1706495;C3642217
additional antihypertensive subgroup,C1079230;C1515021
hbaj mmol mol,C3829066
thiazide diuretic,C0012802;C3536861
fasting plasma glucose mmol l,C0202042;C1532563;C0455280
dapagliflozin n $nmbr$,C2353951
participants taking insulin,C0679646;C3842788
placebo n $nmbr$ l,C0032042;C1696465;C1706408
l $nmbr$ $nmbr$,C0439394;C1706495;C3642217
women ethnic origin,C0043210;C0015031
duration of hypertension years,C0449238;C2926735
$nmbr$ $nmbr$ l,C0439394;C1706495;C3642217
selective vascular history,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
hbaj mmol mol,C3829066
stable angina,C0340288
fasting plasma glucose mmol l,C0202042;C1532563;C0455280
carotid artery disease,C0007273
participants taking insulin,C0679646;C3842788
amputation,C0002688;C0332840;C1546539
l $nmbr$ $nmbr$,C0439394;C1706495;C3642217
history of dyslipidaemia,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
duration of hypertension years,C0449238;C2926735
recent cardiovascular eventf,C0332185;C0007226;C3887460
selective vascular history,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
egfr ml min per $nmbr$ $nmbr$ m,C1739039;C0439445;C3811844;C3812682
stable angina,C0340288
seated sbp n,C0277814;C0085805;C1283233
carotid artery disease,C0007273
baseline mean seated sbp mm hg sd,C0439475;C2699239
amputation,C0002688;C0332840;C1546539
sbp difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
history of dyslipidaemia,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
hba $nmbr$ c n,C0019016;C1825777;C3538758
recent cardiovascular eventf,C0332185;C0007226;C3887460
hba $nmbr$ c baseline mean hba $nmbr$ c sd,C0019016;C2699239;C1825777;C3538758
egfr ml min per $nmbr$ $nmbr$ m,C1739039;C0439445;C3811844;C3812682
hba $nmbr$ c difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
seated sbp n,C0277814;C0085805;C1283233
ambulatory sbp n,C0439841;C0085805
baseline mean seated sbp mm hg sd,C0439475;C2699239
baseline mean ambulatory sbp mm hg sd,C0439475;C2699239
sbp difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
ambulatory sbp difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
hba $nmbr$ c n,C0019016;C1825777;C3538758
serum uric acid n,C0455272;C0700634
hba $nmbr$ c baseline mean hba $nmbr$ c sd,C0019016;C2699239;C1825777;C3538758
baseline mean serum uric acid pmol l sd,C0455272;C2699239;C0700634
hba $nmbr$ c difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
serum uric acid difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
ambulatory sbp n,C0439841;C0085805
$nmbr$ $nmbr$ $nmbr$ to $nmbr$,
baseline mean ambulatory sbp mm hg sd,C0439475;C2699239
dapagliflozin,C2353951
ambulatory sbp difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
p blockersubgroup,C0369773;C2603361
serum uric acid n,C0455272;C0700634
o $nmbr$ o $nmbr$ loto $nmbr$ $nmbr$,C0483204
baseline mean serum uric acid pmol l sd,C0455272;C2699239;C0700634
$nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$,
serum uric acid difference vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
calcium channel blockersubgroup,C0006685
$nmbr$ $nmbr$ $nmbr$ to $nmbr$,
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$,
dapagliflozin,C2353951
diuretic subgroup,C1079230;C1515021
p blockersubgroup,C0369773;C2603361
lixisenatide n $nmbr$,C2973895
o $nmbr$ o $nmbr$ loto $nmbr$ $nmbr$,C0483204
