CUI,matchedText,preferred,hasMSH
C1709380,P-Value,P-Value,false
C0699794,Rank,Rank,false
C0871208,Rate,Rating (action),false
C1709595,Pooled,Pooled Sample,false
C1521828,Rate,Rate,false
C1999375,TICAGRELOR,Ticagrelor,true
C2349200,Pooled,Pool (action),false
C4522255,Pooled,Pooled Blood Products,false
C0206655,ARMS,Alveolar rhabdomyosarcoma,true
C0446516,Arms,Upper arm,true
C2681631,ARMS,KIDINS220 gene,false
C3715044,ARM,AKR1A1 wt Allele,false
C0011847,Diabetes,Diabetes,false
C4553528,arm,Sequence Arm,false
C0011849,Diabetes,Diabetes Mellitus,true
C1299393,severe moderate,Moderate to severe,false
C1999375,TICAGRELOR,Ticagrelor,true
C0030705,Patients,Patients,true
C0182158,Pad,Pads,false
C0332568,Pad,Pad Mass,false
C3540603,PAD,PADI4 wt Allele,false
C3669270,Pad,Strucure of thick cushion of skin,false
C3814046,PAD,PAD Regimen,false
C4319657,Pad,Pad (unit of presentation),false
C1274040,Result,Result,false
C1546471,Result,What subject filter - Result,false
C2825142,Result,Experimental Result,false
C0205081,Moderate,Moderate (severity modifier),false
C1881878,Moderate,Moderation,false
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4049705,Moderate,Moderate Extremity Pain,false
C4085643,Moderate,Moderate Response,false
C4321335,Moderate,Moderate Level,false
C0182158,Pad,Pads,false
C0332568,Pad,Pad Mass,false
C3540603,PAD,PADI4 wt Allele,false
C3669270,Pad,Strucure of thick cushion of skin,false
C3814046,PAD,PAD Regimen,false
C4319657,Pad,Pad (unit of presentation),false
C0332307,Types,Type - attribute,false
C0001779,Aged,Age,false
C1999167,aged,Old age,false
C0001792,Aged,Elderly (population group),true
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0001675,Adults,Adult,true
C0001779,Aged,Age,false
C0001792,Aged,Elderly (population group),true
C1999167,aged,Old age,false
C0667477,RANK,"TNFRSF11A protein, human",true
C0699794,Rank,Rank,false
C0871208,Rate,Rating (action),false
C1521828,Rate,Rate,false
C1709595,Pooled,Pooled Sample,false
C1999375,TICAGRELOR,Ticagrelor,true
C2349200,Pooled,Pool (action),false
C4522255,Pooled,Pooled Blood Products,false
C0206655,ARMS,Alveolar rhabdomyosarcoma,true
C0446516,Arms,Upper arm,true
C2681631,ARMS,KIDINS220 gene,false
C3715044,ARM,AKR1A1 wt Allele,false
C4553528,arm,Sequence Arm,false
C0011847,Diabetes,Diabetes,false
C0011849,Diabetes,Diabetes Mellitus,true
C1518424,Non-Hispanic,Not Hispanic or Latino,false
C0086528,Latino,Latinos,true
C1999375,TICAGRELOR,Ticagrelor,true
C0030705,Patients,Patients,true
C3540603,PAD,PADI4 wt Allele,false
C3669270,Pad,Strucure of thick cushion of skin,false
C3814046,PAD,PAD Regimen,false
C4319657,Pad,Pad (unit of presentation),false
C1274040,Result,Result,false
C1546471,Result,What subject filter - Result,false
C2825142,Result,Experimental Result,false
C0182158,Pad,Pads,false
C0332568,Pad,Pad Mass,false
C0599878,disease characteristic,disease characteristic,false
C0182158,Pad,Pads,false
C0332568,Pad,Pad Mass,false
C3540603,PAD,PADI4 wt Allele,false
C3669270,Pad,Strucure of thick cushion of skin,false
C3814046,PAD,PAD Regimen,false
C4319657,Pad,Pad (unit of presentation),false
C0040223,TIME,Time,true
C3541383,Time,Time (foundation metadata concept),false
C0001779,Aged,Age,false
C0001792,Aged,Elderly (population group),true
C1999167,aged,Old age,false
C4086268,EXACERBATION,Exacerbation,false
C0026544,MO,Morocco,true
C0332177,/mo,Monthly (qualifier value),false
C0001675,Adults,Adult,true
C0001779,Aged,Age,false
C0001792,Aged,Elderly (population group),true
C1999167,aged,Old age,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C1518424,Non-Hispanic,Not Hispanic or Latino,false
C0086528,Latino,Latinos,true
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0599878,disease characteristic,disease characteristic,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0681842,Predicted,prediction,false
C1882327,%{Predicted},Percent of Predicted Value,false
C0040223,TIME,Time,true
C3541383,Time,Time (foundation metadata concept),false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0004048,inhalations,Inspiration function,true
C0354922,Inhalations,Inhalation preparations,false
C4086268,EXACERBATION,Exacerbation,false
C0026544,MO,Morocco,true
C0332177,/mo,Monthly (qualifier value),false
C0005773,Blood Cells,Blood Cells,true
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C2348070,Total Daily Dose,Daily Dose,false
C2347634,Mean,Population Mean,false
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C2347634,Mean,Population Mean,false
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C1869620,RESLIZUMAB,reslizumab,true
C0439272,mg kg,ug/g,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C1869620,RESLIZUMAB,reslizumab,true
C0439272,mg kg,ug/g,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0681842,Predicted,prediction,false
C1882327,%{Predicted},Percent of Predicted Value,false
C3897966,/pL,Per Picoliter,false
C4049765,PL,Infusion pump Alert priority PL,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0004048,inhalations,Inspiration function,true
C0354922,Inhalations,Inhalation preparations,false
C0005773,Blood Cells,Blood Cells,true
C2348070,Total Daily Dose,Daily Dose,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0457083,Use,Usage,false
C0042153,use,utilization qualifier,true
C1947944,Use,Use - dosing instruction imperative,false
C1869620,RESLIZUMAB,reslizumab,true
C0439272,mg kg,ug/g,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C1869620,RESLIZUMAB,reslizumab,true
C0439272,mg kg,ug/g,false
C3897966,/pL,Per Picoliter,false
C4049765,PL,Infusion pump Alert priority PL,false
C0332152,Prior,Before,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C2826257,PRIOR,Prior Medication Usage,false
C0332152,Prior,Before,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C2826257,PRIOR,Prior Medication Usage,false
C0871208,Rate,Rating (action),false
C1521828,Rate,Rate,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C1510829,Age-Years,Age-Years,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0042153,use,utilization qualifier,true
C1947944,Use,Use - dosing instruction imperative,false
C0457083,Use,Usage,false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0043210,female,Woman,true
C0034510,RACE,Racial group,true
C1706779,RACE,AMACR wt Allele,false
C3853635,Race,Race,false
C0086287,FEMALE,Females,true
C1705497,Female,"Female, Self-Report",false
C1705498,FEMALE,Female Phenotype,false
C0332152,Prior,Before,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C2826257,PRIOR,Prior Medication Usage,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C2919686,ACQ,Asthma control questionnaire,false
C4319952,Change,Change -- procedure,false
C0332152,Prior,Before,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C2826257,PRIOR,Prior Medication Usage,false
C3533236,Mean score,Mean score,false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0871208,Rate,Rating (action),false
C1521828,Rate,Rate,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C1510829,Age-Years,Age-Years,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0030771,PEF,Pefloxacin,true
C1518922,PEF,peak expiratory flow (procedure),false
C1542834,PEF,Peak expiratory flow rate,false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0086409,HISPANIC,Hispanics,true
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0043210,female,Woman,true
C0034510,RACE,Racial group,true
C1706779,RACE,AMACR wt Allele,false
C3853635,Race,Race,false
C0086287,FEMALE,Females,true
C1705498,FEMALE,Female Phenotype,false
C1705497,Female,"Female, Self-Report",false
C3259781,CI,Coagulation Index Measurement,false
C0008107,CI,Chile,true
C0443172,change,Changed status,false
C0392747,Change,Changing,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C2919686,ACQ,Asthma control questionnaire,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0005126,BD,Bermuda,true
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
C3533236,Mean score,Mean score,false
C3259781,CI,Coagulation Index Measurement,false
C0008107,CI,Chile,true
C3714541,FEV,Forced Vital Capacity,true
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C0030771,PEF,Pefloxacin,true
C4319952,Change,Change -- procedure,false
C1518922,PEF,peak expiratory flow (procedure),false
C1542834,PEF,Peak expiratory flow rate,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0005126,BD,Bermuda,true
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
C0243103,ethnicity,Ethnicity aspects,true
C0015031,Ethnicity,Ethnic group,true
C0086409,HISPANIC,Hispanics,true
C0332173,Daily,Daily,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0178602,DOSE,Dosage,false
C2699239,SD,"SD, Rat Strain",false
C0869039,Dose,Unit dose,false
C1114758,Dose #,Dose number:Number:Point in time:^Patient:Quantitative,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0005126,BD,Bermuda,true
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
C0456603,RATIO,Ratio,false
C1547037,Ratio,data type - ratio,false
C0200638,Eosinophil Count,Eosinophil count procedure,false
C0750879,Eosinophil count NOS,Eosinophil count result,false
C0007584,CELLS,Cell Count,true
C0007634,Cells,Cells,true
C0008107,CI,Chile,true
C3714541,FEV,Forced Vital Capacity,true
C3259781,CI,Coagulation Index Measurement,false
C0439422,mg day,milligram/day,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C0005126,BD,Bermuda,true
C4319952,Change,Change -- procedure,false
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
C0007584,CELLS,Cell Count,true
C0007634,Cells,Cells,true
C1512693,Inclusion Criteria,Inclusion,false
C0332173,Daily,Daily,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C0456603,RATIO,Ratio,false
C1547037,Ratio,data type - ratio,false
C0806481,IgE.total,IgE.total,false
C2986759,Geometric Mean,Geometric Mean,false
C2945590,U/mL,Unit per Milliliter,false
C0439340,U/mL,Kilounit per Liter,false
C1880521,U/mL,Enzyme Unit per Milliliter,false
C0178602,DOSE,Dosage,false
C2699239,SD,"SD, Rat Strain",false
C1114758,Dose #,Dose number:Number:Point in time:^Patient:Quantitative,false
C0869039,Dose,Unit dose,false
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0456603,RATIO,Ratio,false
C1547037,Ratio,data type - ratio,false
C0750879,Eosinophil count NOS,Eosinophil count result,false
C0200638,Eosinophil Count,Eosinophil count procedure,false
C0007584,CELLS,Cell Count,true
C0007634,Cells,Cells,true
C0220908,Screening,Screening procedure,true
C0220909,screening,Aspects of disease screening,true
C1698960,screening,research subject screening,false
C1710031,Screening,Disease Screening,false
C1710032,Screening,Screening,false
C1710477,SCREENING,Trial Screening,false
C2348164,SCREENING,Screening Study,false
C0439422,mg day,milligram/day,false
C0005126,BD,Bermuda,true
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0005126,BD,Bermuda,true
C3714541,FVC,Forced Vital Capacity,true
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
C0007584,CELLS,Cell Count,true
C0007634,Cells,Cells,true
C1512693,Inclusion Criteria,Inclusion,false
C3714541,FEV,Forced Vital Capacity,true
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C2347634,Mean,Population Mean,false
C0456603,RATIO,Ratio,false
C1547037,Ratio,data type - ratio,false
C0806481,IgE.total,IgE.total,false
C2986759,Geometric Mean,Geometric Mean,false
C0439340,U/mL,Kilounit per Liter,false
C1880521,U/mL,Enzyme Unit per Milliliter,false
C2945590,U/mL,Unit per Milliliter,false
C0220908,Screening,Screening procedure,true
C0030771,PEF,Pefloxacin,true
C1518922,PEF,peak expiratory flow (procedure),false
C1542834,PEF,Peak expiratory flow rate,false
C0220909,screening,Aspects of disease screening,true
C1698960,screening,research subject screening,false
C1710031,Screening,Disease Screening,false
C1710477,SCREENING,Trial Screening,false
C1710032,Screening,Screening,false
C2348164,SCREENING,Screening Study,false
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0449820,SCORE,Score,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0220908,Screening,Screening procedure,true
C0220909,screening,Aspects of disease screening,true
C1698960,screening,research subject screening,false
C1710031,Screening,Disease Screening,false
C1710032,Screening,Screening,false
C1710477,SCREENING,Trial Screening,false
C2348164,SCREENING,Screening Study,false
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C2699239,SD,"SD, Rat Strain",false
C2347634,Mean,Population Mean,false
C0005126,BD,Bermuda,true
C2344255,BD,BD Alcohol,false
C4050145,BD,Block Design Subtest (WPPSI-IV),false
