cluster,term
-1,"smoking status , n ( % ) former"
-1,crp ( mg / dl ) * *
-1,ularitide ( n = nmbr )
-1,vorapaxar placebo nmbr - yr . km %
-1,"cv death , ml , ischemic stroke , hosp . for hf , cor . revasc . , ua"
-1,prior anti - tnf therapy
-1,reinfarction
-1,sgrq total score
-1,first primary composite outcome
-1,score on modified mini - mental state examination — median ( iqr )
-1,hormone replacement
-1,"composite endpoint of doubling of serum creatinine , esrd ,"
-1,exercise ( % )
-1,history of ischemic heart disease — no . ( % )
-1,statin therapy
-1,stratified analyses
-1,"seated sbp at nmbr weeks , mmhg + * *"
-1,"former / current smoker , n ( % )"
-1,"( sd ) , mg / dl"
-1,primary trial end point
-1,fasting blood glucose
-1,number ( % ) reporting migraine on nmbr - month questionnaire
-1,concomitant corticosteroid use
-1,elevated bun ( > nmbr . nmbr meq / l )
-1,slowest third
-1,clinical features of hf
-1,tertile nmbr index pci performed
-1,"risk factor ( predefined ) for falling at screening , n ( % )"
-1,left ventricular dysfunction
-1,"serum cholesterol , mg / dld"
-1,acs treatment
-1,< nmbr ml / min / nmbr . nmbr mnmbr nt - pro - bnp
-1,"prednisone use , %"
-1,actual treatment strategy
-1,other antiplatelet agent 一 no . ( % )
-1,% change from baseline ls means ( se )
-1,use of blood pressure lowering medication *
-1,multivessel disease 一 no . ( % )
-1,patients using concurrent tiotropium
-1,time since copd diagnosis ( yrs )
-1,use of medications for pah — no . ( % )
-1,ace - i or arb use at baseline
-1,medical history of diabetic retinopathy §
-1,anmbr + ez n = nmbr anmbr n = nmbr
-1,anti - tnf - naive patientsnmbr
-1,"total patients , n"
-1,heterogeneity test
-1,"infarction , date not reported"
-1,rates per nmbr patient - years
-1,"% difference , nmbr % ci )"
-1,tofacitinib nmbr mg bid
-1,smoking index — pack - yr §
-1,"body weight ( kg ) , n ( % )"
-1,spironolactone
-1,non - frail
-1,nmbr vitamin e
-1,low potencyc
-1,osteopontin ( ng / ml )
-1,pvaluefor any mi versus no mi
-1,prerandomization statin therapy
-1,"multivessel cad , n ( % )"
-1,glomerular filtration rate §
-1,nmbr mg sirukumab every nmbr weeks ( n = nmbr )
-1,"baseline lvef , %"
-1,hypertension ( % ) : t
-1,"previous loss of response to infliximab , n ( % ) *"
-1,number of treated vessels
-1,"extracranial carotid stenosis , n ( % )"
-1,"coronary artery disease , n ( % )"
-1,telmisartan
-1,physician
-1,black and other
-1,"diclofenac nmbr mg ( n nmbr nmbr ) , . . n . . . ( . % . . ) . . . . . . . . . . . . . . . . ."
-1,smokers ( at baseline )
-1,baseline use of hormone therapy ( % )
-1,high hdl - c ( for men ≥ nmbr   mg / dl / for women ≥ nmbr   mg / dl )
-1,myocardial infarction or angina
-1,exposed ( n = nmbr )
-1,primary composite end point
-1,fasting insulin ( giu / ml )
-1,met criterion at final ( n [ % ] )
-1,mean ( sd ) bmi ( kg / mnmbr )
-1,"mean body weight ( sd ) , kg"
-1,lean ( < nmbr kg / mnmbr )
-1,"previous treatment with a laba and / or lama , n ( % ) c"
-1,new des ( n = nmbr )
-1,homa - ir index — median ( iqr )
-1,timi risk score ( interaction : p = nmbr . nmbr )
-1,prior use of systemic
-1,all randomized
-1,obesity ( % ) §
-1,diabetes therapy
-1,balloon angioplasty
-1,"ibdq domain scores , mean [sd]"
-1,rosiglitazone ( n = nmbr )
-1,smoking ( ever )
-1,patella fracture
-1,screening
-1,medical history and risk factors
-1,ineffective therapy
-1,risk group
-1,hdl - c ( mg / dl ) - mean ± sd
-1,very severe ( gold nmbr )
-1,"glycated hemoglobin , n ( % )"
-1,antihypertensive therapy — no . ( % )
-1,non - ischaemic cause
-1,"low periostin subgroup ( , nmbr ng / ml ) ( n = nmbr )"
-1,infarct location — no . / total no . ( % )
-1,"enrollment by region , no . ( % )"
-1,fixed triple ( n = nmbr )
-1,multivessel stenting
-1,estimated creatinine clearance < nmbr rmb ' mint
-1,event rate
-1,"fevnmbr , litres ( pre salbutamol ) , mean ( sd )"
-1,gpifeellla inhibitor use before angography
-1,"gender , female , n ( % )"
-1,latin america or south africa
-1,patients with complicated events ( p = nmbr - nmbr 十 )
-1,triglycerides $ nmbr mg / dl ( nmbr . nmbr mmol / l )
-1,patients with > nmbr exacerbations resulting in ed visit
-1,use of statins
-1,time between cessation of full - dose warfarin therapy and enrollment ( mo )
-1,egfr nmbr - nmbr
-1,"egfr > = nmbrml / min / nmbr . nmbrmnmbr n = nmbr , nmbr ( nmbr . nmbr % )"
-1,peri - op ace - inhibitors / arbs : no ( n = nmbr )
-1,cangrelor ( n = nmbr ) n / n ( % )
-1,baseline fevnmbr % predicted
-1,age ( range ) ( years )
-1,mean — yr age group — no . ( % )
-1,history of atrial fibrillation or flutter treatment at randomisation
-1,previous stenting ( % previous pci )
-1,bivalirudin only
-1,medical history ( % )
-1,clopidogrel given before procedure
-1,"ezetimibe + simvastatin ( n = nmbr , nmbr * )"
-1,aliskiren / valsartan ( n = nmbr )
-1,urinary protein - to - creatinine ratio | |
-1,cerebrovascular accident
-1,male sex — no . ( % ) weight — no . ( % )
-1,weight — no . ( % )
-1,nmbr non - mtx
-1,fasting triglycerides — mg / dl
-1,"concomitant csdmards other than methotrexate , n ( % )"
-1,( b ) concomitant respiratory medications [n ( % ) ]
-1,copd population ( n = nmbr )
-1,"ibdq score , mean ( sd )"
-1,lifestyle
-1,"disease location , %"
-1,"haq - di , number ( % )"
-1,cardiac pacemaker — no . ( % )
-1,patient ' s preference not to take
-1,"tofacitinib , nmbr mg twice daily"
-1,diet + pravastatin group
-1,glycated hemoglobin level
-1,asthma population ( n = nmbr )
-1,albumin creatinine ratio
-1,apolipoproiein b ( mij / nmbr )
-1,aliskiren ( dm - vs . dm + )
-1,regadenoson
-1,change in erosion score ( mean )
-1,fecal calprotectin — pg / g * *
-1,infarction before age nmbr ( a )
-1,"patients , no . / total no . ( % )"
-1,prior biologic use
-1,time since diagnosis of type nmbr diabetes - no . ( % )
-1,metabolic syndrome visit nmbr low - density lipoprotein cholesterol strata
-1,nonbiologic disease - modifying drug other than methotrexate : :
-1,moderate risk ( nmbr - nmbr )
-1,csf a ( nmbr ( pm )
-1,combination - facilitated pci ( % )
-1,"time since psa diagnosis ( years ) , mean ( sd )"
-1,deep - vein thrombosis
-1,> nmbr to < nmbr - nmbr mg / week
-1,aspirin alone ( n / n )
-1,prior treatment — %
-1,homa - ir ( % ) b
-1,"duration of diabetes , median ( iqr )"
-1,interquartile range height — cm
-1,mild thrombocytopenia ( < nmbrx nmbr / l )
-1,"reversibility ( anticholinergic ) , % , mean ( sd ) $"
-1,"number of exacerbation in the previous nmbr months , n ( % )"
-1,established cvd ( age > nmbr )
-1,crci > nmbr - < nmbr
-1,who functional class ii / iii
-1,( n nmbr nmbr )
-1,cigarette smoking in the past year
-1,candesartan
-1,"previous pci / cabg , n ( % )"
-1,coronary angiography during the index hospitalization
-1,baseline free pcsknmbr level by median
-1,( se]tf total - c
-1,continued thienopyridine %
-1,before pci
-1,"glomerular filtration rate , nmbr ml / min / nmbr . nmbr mnmbr"
-1,elevated troponin t ( > nmbr . nmbr / xg / l )
-1,rivaroxaban
-1,prior history ml or stroke
-1,"atorvastatin nmbr mg ( n = nmbr , nmbr )"
-1,"alcohol , % with > nmbr drink / d"
-1,western europe and lebanon
-1,"body mass index , kg / mnmbr ( sd )"
-1,current smoker ( > nmbr cigarettes / day ) — no . ( % )
-1,atorvastatin nmbr mg ( n = nmbr )
-1,unstable angina > nmbr mo ago
-1,amlodipine / valsartan nmbr / nmbr vs nmbr / nmbr mg
-1,"mean ( s . d . ) apob , mg / dl"
-1,tobacco use — no . ( % )
-1,previousdistaldeep - veinthrombosisorsuperficial - vein thrombosis
-1,dapagliflozin nmbr mg / day ( n = nmbr )
-1,"edema , peripheral"
-1,peripheral vascular disease
-1,angina ( past nmbr weeks )
-1,drug - eluting stent implanted
-1,rhabdomyolysis ( n = nmbr )
-1,"hospitalizations , n"
-1,"baseline heart failure severity amongthose with priorheartfailure , %"
-1,patients with end point
-1,us resident
-1,less than nmbr mm hg
-1,p value for mra vs no mra
-1,insulin - treated diabetes
-1,nmbrrrmnl )
-1,metastatic disease
-1,no stroke n = nmbr nmbr
-1,physical component score ( pcs )
-1,bmi > nmbr — no . ( % ) f
-1,oral contraceptive pills — no . / total no . ( % )
-1,"renal function , moderate"
-1,nmbr - yr risk of coronary heart disease ( % ) ^ |
-1,llt other than statin at randomization
-1,other antihypertensive agents
-1,ace inhibitor at enrollment
-1,b - agonists ( short - acting ) a
-1,"egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr n = nmbr , nmbr ( nmbr . nmbr % )"
-1,"hemoglobin anmbrc , mean ( sd ) , % b"
-1,duration of ulcerative colitis
-1,positive for rheumatoid factor — no . ( % ) : t
-1,"euroscore logistic , median ( nmbrth , nmbrth % ) £"
-1,simvastatin nmbr mg plus fenofibrate nmbr mg ( n = nmbr /
-1,age — mean ( sd ) ( years )
-1,"cerebrovascular or peripheral arterial disease , n ( % )"
-1,"low feno subgroup ( , nmbr . nmbr ppb ) ( n = nmbr )"
-1,blood - pressure medications at randomization — no . / total no . ( % )
-1,"index event , n ( % )"
-1,other or missing data
-1,"number of copd exacerbations in the previous year , n ( % )"
-1,rivaroxaban plus aspirin ( n = nmbr )
-1,diuretics * *
-1,one vessel
-1,intended duration of anticoagulation
-1,"non - stenotic vessels , n ( % )"
-1,gusto severe
-1,> nmbr . nmbr bpm current smoker
-1,patients with any clinical event
-1,previous diabetes
-1,"mmrc dyspnea scale , n ( % )"
-1,brv nmbr mg / day ( n = nmbr )
-1,urinary tract infection
-1,"baseline bmi > nmbr kg / mnmbr , n = nmbr , nmbr"
-1,hospitalization for heart failure
-1,any history of congestive heart failure
-1,"time from study drug administration to coronary revascularization , median ( iqr ) , h"
-1,heart failure ( class i — iii )
-1,c - reactive protein — mg / liter * *
-1,"liraglutide nmbr . nmbr mg , n = nmbr , nmbr"
-1,placebo nmbr yr km %
-1,prebronchodilator fevnmbr ( % predicted normal ) t
-1,rest of world
-1,"mean age ( sd ) , y"
-1,low - molecular weight heparin or intravenous unfractionated heparin
-1,nmbr early intervention ( n = nmbr )
-1,no statin ( + / - llt )
-1,treatment satisfaction
-1,pathologic q waves — no . ( % )
-1,"total periventricular wml score , mean ( sd )"
-1,laboratory values at admission ( median and iqr )
-1,"corticosteroid use , nmbr n ( % )"
-1,use of inhaled glucocorticoids at screening — no . ( % )
-1,"comorbidity score , mean ( sd ) t"
-1,non - smokers ( at baseline )
-1,tender joint count ( n / nmbr )
-1,"total intravenous loop diuretics , mg"
-1,atorvastatin nmbr mg + ezetimibe nmbr mg ( n = nmbr )
-1,angiotensin ll - receptor antagonist — no . ( % )
-1,"mean serum glucose , mg / dl , mean = sd"
-1,gold stage ( % ) f
-1,non - hdl - c / hdl - c
-1,"multivessel ( two vessel , three vessel , or left main )"
-1,body weight index ( kg / mnmbr )
-1,"triglycerides , mmoltnmbr ( gm * )"
-1,procalcitonin ( ng / ml )
-1,fasting blood glucose > nmbr mg / dl
-1,category nmbr
-1,type of event
-1,quality of life
-1,"diagnosis ( y ) , mean ( sd )"
-1,persistent or permanent immobilization
-1,"modified rankin scale at screening , nmbr - nmbr"
-1,placebo nmbr . nmbr pt yrs
-1,diet controlled or no
-1,body weight
-1,"cvd , mi , or stroke"
-1,no . of patients / no . of events
-1,intravenous study drug administered — no . ( % )
-1,number of females n ( % )
-1,> nmbr . nmbr % and ≤ nmbr . nmbr %
-1,treatment with statins
-1,"prior heart failure , n ( % )"
-1,systemic symptoms
-1,persistent or paroxysmal
-1,metabolic syndrome w / o tnmbrdm
-1,stroke — no . / total no . ( % )
-1,nice primary prevention onlyb
-1,"cv death , mi , ischemic stroke , hospitalization for hf , coronary revascularization , ua"
-1,change from pre - to
-1,any lipid - lowering agent
-1,abatacept
-1,indacaterol - glycopyrronium group
-1,warfarin naive
-1,prior or new diabetes
-1,tender and swollen joints — mean no . : :
-1,systolic blood pressure > nmbr mm hg or diastolic blood pressure > nmbr mm hg
-1,"rolofylline ( n = nmbr , nmbr )"
-1,"total stent length ( mm ) , mean ± sd"
-1,swollen joint count ( nmbr joints )
-1,mean nmbr sd
-1,"previously taken methotrexate , %"
-1,gusto moderate
-1,procedure * *
-1,hormone replacement ! !
-1,other cardiovascular risk factors
-1,severe copdc [n z nmbr]
-1,cardiac biomarker status !
-1,nmbr - mercaptopurine
-1,patient presentation
-1,"baseline serum k + , meq / l"
-1,other sulfonylurea 一 no . ( % )
-1,hctz * ( n = nmbr )
-1,"cardiometabolic syndrome , ^n ( % )"
-1,carotid artery — no . ( % )
-1,cardiac valve surgery : no ( n = nmbr )
-1,other cause
-1,beyond popliteal pedal
-1,> nmbr cv risk factors 咐 or established atherosclerotic cv disease
-1,oral anticoagulant drugs
-1,"fracture history ( predefined ) , n ( % )"
-1,any coronary revascularization
-1,ex - / current smoker
-1,vorapaxar nmbr - y
-1,"fluindione , no . ( % )"
-1,current n z nmbr
-1,"concomitant oral corticosteroids , n ( % ) * *"
-1,anaesthesia / analgesia
-1,local eosinophil count ( cells per pl ) t
-1,"age ( years ) , mean ( s . d . )"
-1,ethnic group ( % )
-1,physician ' s global assessment ( vas )
-1,antihypertensive drugs
-1,median age — yr §
-1,cad and / or crvd ( % )
-1,chronic obstructive lung disease
-1,exercise category ( % )
-1,prior congestive heart failure yes
-1,secondary prevention subgroup
-1,aspirin nmbr mg ( n = nmbr )
-1,night - time awakenings / week
-1,"non - hdl - c , mean ( sd ) , rng / dl"
-1,laa closure ( n - nmbr )
-1,p - value * ' '
-1,known prothrombotic genotype
-1,> nmbr concomitant medication
-1,function subscale
-1,high risk and more symptoms ( group d )
-1,white ( nmbr . nmbr % )
-1,osteoarthritis
-1,"age ( y ) , median ( nmbrth to nmbrth percentiles )"
-1,history of microalbuminuria — no . ( % )
-1,"tender joint count ( nmbr joints ) , mean ( sd )"
-1,nmbr mg / day delayed - start
-1,documented symptomatic chdb
-1,c - reactive protein
-1,"ejection fraction , percent ( sd )"
-1,previous pneumonia
-1,"dasnmbr - esr remission , %"
-1,budesonide — no . ( % )
-1,"linagliptin , patients with events / total patients"
-1,middle tg tertile
-1,density lipoprotein ; csf =
-1,"hscrp , median ( min , max ) , mg / l"
-1,concomitant medication after randomisation
-1,non - black ( n = nmbr )
-1,dmard or corticosteroid
-1,non - epa number of <
-1,"hbalc tx difference vs pbo , median change from baseline ( se ) nmbr"
-1,trough fevi l
-1,eq - nmbrd ( visual analog score )
-1,"antihypertensive medication , open - label , no . ( % )"
-1,mer ’ s disease assessment
-1,"baseline ldl - c strata , n ( ° / o )"
-1,with alogliptin nmbr . nmbr mg
-1,anacetrapib ( n = nmbr )
-1,secondary dvt . ' fe
-1,"with laba , n ( % ) pretreatment"
-1,basal insulin analogue dose * ( coefficient
-1,theophyllines
-1,angina class iii or iv — no . ( % )
-1,"n ( nmbryr km event rate , % )"
-1,age — year ( median )
-1,tnt and ideal ( pooled )
-1,cabg or ptca / pci
-1,ex - smoker ( n z nmbr )
-1,event rate ( % ) of primary endpoints
-1,insulin - dependent diabetes
-1,malignancy at randomization
-1,short - acting
-1,"serum potassium , meq / l"
-1,rest of world n z nmbr
-1,"never smoked , n ( % )"
-1,seizure worry
-1,placebo group ( n = nmbr nmbr ) ( nmbr nmbr person years )
-1,rest - of - world ( n = nmbr )
-1,no use ofdiabetes drugs — no . ( % )
-1,no estimate
-1,baseline ( n )
-1,pci > nmbr month ago
-1,"swollen joint count ( nmbr joints ) , mean ( sd )"
-1,> nmbr years nmbr / nmbr ( nmbr . nmbr )
-1,time in therapeutic range before inclusion
-1,initial diagnosis — no . ( % )
-1,angiotension converting enzyme - inhibitor
-1,xanthines
-1,management distribution medical treatment
-1,pharmaco - invasive ( n = nmbr )
-1,estrogen - containing hormones
-1,uac nmbr - nmbr mg / g
-1,nmbr % < hbanmbrc < = nmbr % ( n nmbr nmbr )
-1,mean ( s . d . ) measured ldl cholesterol
-1,history of hypertension — no . ( % )
-1,"prior cv history , n ( % )"
-1,"time to end - of - study ivus , median ( iqr ) , days"
-1,steroids ( inhaled ) a
-1,> qnmbr ( nmbr . nmbr ) - qnmbr ( nmbr . nmbr ) — number / n ( % )
-1,"previous angioplasty , n ( % )"
-1,time since diagnosis of diabetes
-1,uric acid tertile nmbr ( nmbr . nmbr to < nmbr . nmbr mg / dl )
-1,major hypoglycemia
-1,prosper
-1,"dyspnea at rest ( nyha iv ) , ( % )"
-1,czech republic
-1,gusto moderate or severe bleeding
-1,"baseline cdai ,"
-1,"% change from baseline , mean ( s . e . )"
-1,enalapril + aliskiren ( n = nmbr )
-1,non - calcium antagonist strategy ( n = nmbr nmbr )
-1,ankle fracture
-1,number standard care
-1,"digitalis , n ( % )"
-1,warfarin at last follow - up
-1,pci data
-1,end of follow - up
-1,"handihaler only , n"
-1,certolizumab pegol ( n = nmbr )
-1,mean — ml / min / nmbr . nmbr mnmbr level — no . ( % )
-1,egfr via mdrd ( ml / min / nmbr . nmbrmnmbr )
-1,core laboratory percent stenosis
-1,native american / alaskan
-1,mean cdai score ( sd )
-1,insulin glargine vs standard care least - squares mean ( nmbr % cl )
-1,difference in ls meannmbr ( nmbr % cl )
-1,prior diagnosis - no . ( % )
-1,moderate - dose statin
-1,tnf - alpha ( pg / ml )
-1,antithrombotic drug use at time of event
-1,jbs - nmbr secondary prevention onlynmbr
-1,full cohort
-1,c - peptide
-1,immobilization
-1,"death , mi , idr , st , or gusto moderate / severe bleeding"
-1,thienopyridine ( n = nmbr )
-1,"nmbr - year framingham chd risk , %"
-1,etoricoxib
-1,"previous coronary artery disease , n ( % )"
-1,elevated cardiac markers
-1,ifx + aza ( n = nmbr )
