,descriptor,terms
1040,arms,"pbo + mtx n = nmbr-pbo + mtx n = nmbr ""-czp + mtx n = nmbr"
1041,characteristic_level,"nmbr - < nmbr-> nmbr . nmbr - < nmbr . nmbr-> nmbr - nmbr-< nmbr . nmbr ""-< nmbr-nmbr - nmbr-nmbr . nmbr - nmbr . nmbr-> nmbr . nmbr-> nmbr-< nmbr . nmbr"
1042,arms,"pbo + mtx-pbo + mtx ""-czp + mtx"
1043,characteristic_name,"method used diagnose incident pulmonary embolism , . ( % )-accp bleeding risk inclusion , . ( % ) f-characteristics pulmonary embolism inclusion-medical conditions , . ( % )-treatmentofpulmonary embolismpriorto randomization-main concomitant treatments , . ( % )-characteristics pulmonary embolism inclusion ""-thrombophilia , . ( % ) e-creatinine clearance category , ml / min , . ( % ) b"
1044,characteristic_level,"> nmbry , . ( % )-< nmbr-> nmbr , . ( % )-residual perfusion defect > nmbr % lung scan , . ( % ) ""-d - dimer level , mean ( sd ) , ng / mld-body mass index , mean ( sd )-moderate ( nmbr risk factor )-associatedproximaldeep - veinthrombosisatdiagnosis , . ( % )-age , mean ( sd ) , y-previousdistaldeep - veinthrombosisorsuperficial - vein thrombosis-fluindione , . ( % )-chronic respiratory failure-acecoumarol , . ( % )-residual perfusion defect > nmbr % lung scan , . ( % )-high - probability ventilation / perfusion lung scanning-> nmbr-systolic pulmonary arterial pressure , mean ( sd ) , mm hg-minor-statins-spiralcomputedtomographyangiography-antiplatelet agent-residual deep - vein thrombosis , . ( % )-> nmbr - < nmbr-use compression stockings , . ( % )-high ( > nmbr risk factor )-duration initial anticoagulation , mean ( sd ) , mo-previous cancerc-low ( risk factor )-chronic heart failure-percentage time therapeutic inr range , mean ( sd )-major-women , . ( % )-warfarin , . ( % )"
1045,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-warfarin ( n = nmbr )"
1046,characteristic_name,"accp score-age-previous cancer-right ventriculardysfunction atinclusion-thrombophilia-bmi-time therapeutic range inclusion-sex-d - dimer levelsatinclusion-perfusion defectsatinclusion-accp score ""-compression stockings-pe associated dvt diagnosis"
1047,characteristic_level,"overall-> nmbr years-> nmbr %-> nmbr kg / mnmbr-> nmbr microg / l-< nmbr kg / nmbr-< nmbr-male-female-no-< nmbr microg / l-< nmbr ""-nmbr - nmbr years-< nmbr %-yes-> nmbr-< nmbr years"
1049,measures,". patients-no . events-no . patients """
1050,arms,"placebo ( n = nmbr ) ""-liraglutide nmbr . nmbr mg / day ( n = nmbr )-placebo ( n = nmbr )"
1051,characteristic_level,"baseline hbanmbrc < nmbr . nmbr %-baseline hbanmbrc > nmbr . nmbr % ""-baseline hbanmbrc > nmbr . nmbr %"
1052,arms,"placebo ( n = nmbr )-liraglutide nmbr . nmbr mg ( n = nmbr ) ""-liraglutide nmbr . nmbr mg ( n = nmbr )"
1053,measures,"r-e-n ( % )-n %-e """
1054,outcomes,"acr response , %-mean change radiographic end points ""-mean change radiographic end points"
1055,other,"dasnmbr - esr remission , %-acrnmbr-jsn score , mean nmbr sd ""-shs , mean nmbr sd-jsn score , mean nmbr sd-change baseline dasnmbr - esr , meannmbr sd-erosion score , mean nmbr sd-lda , %"
1056,arms,"czp nmbr mg ( n nmbr nmbr ) ""-pbo ( nnmbr )-czp nmbr mg ( n nmbr )-czp nmbr mg ( n nmbr nmbr )-pbo ( nnmbr nmbr )-czp nmbr mg ( nnmbr )"
1057,outcomes,"death ""-death-mi-ischemic stroke-timi major bleeding-stent thrombosis-cv death , mi , ischemic stroke-cv death-timi major minor bleeding"
1058,characteristic_level,"aspirin only-aspirin ""-aspirin nmbr clopidogrel"
1060,measures,"rate * ( n )-hr ( nmbr % ci )-rate * ( n ) """
1061,characteristic_level,"bdmard - naive-bdmard - naive ""-bdmard - ir"
1062,arms,"tofacitinib nmbr mg twice daily n = nmbr-tofacitinib nmbr mg twice daily n = nmbr ""-placebo n = nmbr"
1063,outcomes,"cdai < nmbr . nmbr * ""-haq - di improvement > nmbr . nmbr-dasnmbr - nmbr ( esr ) < nmbr . nmbrt-dasnmbr - nmbr ( esr ) < nmbr . nmbr *-cdai < nmbr . nmbr *-sdai < nmbr t-cdai < nmbrt-sdai < nmbr . nmbr *"
1064,characteristic_level,"bdmard - naive-bdmard - naive ""-bdmard - ir"
1065,arms,"tofacitinib nmbr mg twice daily n = nmbr-tofacitinib nmbr mg twice daily n = nmbr ""-placebo n = nmbr"
1066,arms,"control ( n = nmbr )-cyclosporine ( n = nmbr ) ""-cyclosporine ( n = nmbr )"
1067,characteristic_name,"rentrop score-dyslipidemia-age-ejection fraction-killip baseline ""-hypertension-diabetes-killip baseline-symptom onset-thrombus aspiration-final timi flow-initial timi flow-lad"
1068,characteristic_level,"< nmbr-no-nmbr-> nmbrh-< nmbr %-nmbr - nmbrh-< nmbrh-overall-> nmbr-nmbr ""-female-yes-= nmbr-proximal - mainleft-< nmbr yr-> nmbr %-nmbr yr-male-medial - distal - diag"
1070,measures,". events / total-no . events / total """
1071,characteristic_level,"race , white , n ( % )-type nmbr diabetes , n ( % ) d-ezetimibe use-statin use , n ( % )-genotyping-body mass index , kg / mnmbr , mean + sd-body mass index , kg / mnmbr , mean + sd ""-hypertension , n ( % )-coronary heart disease risk equivalents , n ( % ) c-clinical criterianmbr-diagnosis heterozygous familial hypercholester-age , years , mean + sd-coronary heart disease , n ( % ) b-current smoker , n ( % )-high - dose statin use , n ( % ) e-male , n ( % )"
1072,other,"fh ii-fh nmbr ""-fh nmbr"
1073,arms,"alirocumab ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
1074,characteristic_name,"ethnicity-dose atorvastatin-region-age-dose rosuvastatin-gender-moderate ckd-statin treatment-bmi-llt statin randomization-age ""-prior history ml ischemic stroke-race-diabetes mellitus"
1075,arms,"placebo ""-alirocumab-placebo"
1076,characteristic_name,"age , y-vascular history , %-concomitant drugs , %-risk factors , %-vascular history , % """
1077,characteristic_level,"hyperlipidemia-previous stenting ( % previous pci )-australia / new zealand-hypertension-nmbr - nmbr mo-current smoker-europe i-< nmbr mo-any coronary revascularization-aspirin-lipid - lowering agents-diabetes mellitus-crcl < nmbr ml / min-white race , %-des ( % previous stenting )-previous cabg ( % total )-> nmbr mo-p - blockers-> nmbr y-europe ii-mean ( sd )-ace inhibitor arb-asia-europe ""-weight < nmbr kg-region , %-time qualifying mi , %-north america-latin america-female sex , %-previous pci ( % total )"
1080,outcomes,"ml-ischemic stroke-ucr-cv death / mi / stroke-stroke-ml ""-cv death / mi / stroke / ucr-cv death"
1081,characteristic_level,"thienopyridine-thienopyridine-no thienopyridine """
1082,measures,"n ( nmbryr km event rate , % )-n ( nmbryr km event rate , % ) """
1083,characteristic_name,"baseline cv medications , n ( % )-baseline cv medications , n ( % ) ""-baseline antihyperglycemic medications , n ( % )-baseline measurements-albumin - - creatinine ratio ,-race-demographic characteristics"
1084,characteristic_level,"fasting serum glucose , median ( sd ) , mg / dl-hbanmbrc , median ( sd ) , %-aspirin-median ( sd ) , mg / mmol-sulfonylurea-all others , n ( % )-metformin-diabetes duration , median ( iqr ) , years-female sex , n ( % )-aspirin ""-tzd-prior myocardial infarction , n ( % )-hypertension , n ( % )-egfr , median ( sd ) , ml / min-statins-weight , median ( sd ) , kg-bmi , median ( sd ) , kg / mnmbr-prior heart failure , n ( % )-hispanic / latino ethnicity , n ( % )-ace inhibitors-age , median ( iqr ) , years-b - blockers-diuretics-dyslipidemia , n ( % )-caucasian , n ( % )-current smoker , n ( % )-prior coronary revascularization , n ( % )-insulin"
1085,outcomes,"yes ( n = nmbr )-no ( n = nmbr , nmbr ) ""-no ( n = nmbr , nmbr )"
1087,arms,"saxagliptin-saxagliptin ""-placebo"
1088,measures,"total-total ""-hr-cl nmbr %-event"
1089,arms,"pooled empagliflozin ( n = nmbr ) ""-pooled empagliflozin ( n = nmbr )-empagliflozin nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
1090,characteristic_name,"estimated glomerular filtration rate-region-angiotensin - converting enzyme inhibitors / angiotensin receptor blockers-calcium channel blockers-glycated hemoglobin-body mass index-ethnicity-blood pressure control-age-sulfonylurea-metformin-age ""-sex-statins / ezetimibe-thiazolidinediones-diuretics-dpp - nmbr inhibitor-urine albumin - - creatinine ratio-antihypertensives-race-insulin-beta blockers-cardiovascular risk-acetylsalicylic acid"
1091,characteristic_level,"> nmbr years-hispanic / latino-only peripheral artery disease-europe-no-not hispanic / latino-> nmbr mg / g-only cerebrovascular disease-white-nmbr nmbr mg / g-< nmbr years-< nmbr ml / min / nmbr . nmbrmnmbr-< nmbr kg / mnmbr-sbp < nmbr mmhg dbp < nmbr mmhg-> nmbr ml / min / nmbr . nmbrmnmbr-asia-sbp > nmbr mmhg / dbp > nmbr mmhg-female-asian-black / african - american-< nmbr years ""-all patients-yes-> nmbr . nmbr %-africa-> nmbr kg / mnmbr-north america-latin america-only coronary artery disease-male-nmbr < nmbr ml / min / nmbr . nmbrmnmbr-nmbr nmbr high cardiovascular risk categories-< nmbr . nmbr %-< nmbr mg / g"
1093,arms,"placebo ""-placebo"
1094,characteristic_name,"estimated glomerular filtration rate-region-angiotensin - converting enzyme inhibitors / angiotensin receptor blockers-calcium channel blockers-glycated hemoglobin-body mass index-region ""-ethnicity-blood pressure control-age-sulfonylurea-metformin-sex-statins / ezetimibe-diuretics-urine albumin - - creatinine ratio-antihypertensives-insulin-beta blockers-cardiovascular risk-acetylsalicylic acid"
1095,characteristic_level,"> nmbr nmbr mg / g-> nmbr years-hispanic / latino-only peripheral artery disease-europe-no-not hispanic / latino-> nmbr mg / g-only cerebrovascular disease-white-< nmbr years-< nmbr ml / min / nmbr . nmbrmnmbr-< nmbr kg / mnmbr-sbp < nmbr mmhg dbp < nmbr mmhg-> nmbr ml / min / nmbr . nmbrmnmbr-europe ""-asia-sbp > nmbr mmhg / dbp > nmbr mmhg-female-asian-black / african - american-all patients-north america plus australia new zealand-yes-> nmbr . nmbr %-africa-> nmbr kg / mnmbr-latin america-only coronary artery disease-male-nmbr < nmbr ml / min / nmbr . nmbrmnmbr-nmbr nmbr high cardiovascular risk categories-< nmbr . nmbr %-< nmbr mg / g"
1097,arms,"placebo ""-empagliflozin-placebo"
1098,characteristic_name,"weight , kg-age , years-medical history , n ( % )-demographic-medical history , n ( % ) """
1099,characteristic_level,"heart failure-heart failure ""-n-median-prior myocardial infarction-cabg-hypertension-hyperlipidaemia-female sex , n ( % )-current smoker-prior stroke tia-interquartile range-prior ptca pci-peripheral artery disease-diabetes mellitus"
1100,other,"radial ""-radial"
1101,outcomes,"ischemia driven revascularization-death-ml-primary endpoint death / mi / idr / st-stent thrombosis-ischemia driven revascularization "" ; na"
1102,characteristic_level,"overall-femoral-radial-femoral """
1104,arms,"secukinumab , nmbr mg ( n = nmbr ) ""-secukinumab , nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
1105,characteristic_name,"anti - tnf - experienced patients ""-anti - tnf - naive patientsnmbr-anti - tnf - experienced patients"
1106,arms,"secukinumab-secukinumab ""-placebo"
1107,characteristic_name,"region , n ( % )-number prior aeds , n ( % ) ""-number concomitant aeds , n ( % )-concomitant aedsa-number prior aeds , n ( % )-lev status , n ( % )"
1108,characteristic_level,"itt population-europe ( non - eu )-nmbr-duration epilepsy , years , mean ( sd )-weight , kg , mean ( sd )-oxcarbazepine-topiramate-valproate-never used lev-baseline pos frequency per nmbr days , median ( min , max )-> nmbr-age , years , mean ( sd )-race , white , n ( % )-nmbr - nmbr ""-asia / pacific / other-europe ( eu )-north america-latin america-bmi , kg / mnmbr , mean ( sd )-prior lev use-lacosamide-gender , female , n ( % )-age first seizure , years , mean ( sd )-nmbr - nmbr-carbamazepine-lamotrigine"
1110,characteristic_name,"clinical characteristics-region-demographics-qualifying event-region """
1111,characteristic_name,"time end - - study ivus , median ( iqr ) , days-men , n ( % )-age , mean ( sd ) , yrs-history myocardial infarction-statin-anti - platelet therapy-ace inhibitor-active smoking-beta - blocker-hypertension-arb-body - mass index , mean ( sd )-arb ""-history pci"
1112,characteristic_level,"diabetes mellitus-diabetes mellitus ""-diabetes mellitus"
1113,outcomes,"first mace-death-elevated creatinine ( > nmbr pmol / l )-hyperkalemia ( > nmbr . nmbr meq / l )-non - fatal myocardial infarction-elevated bun ( > nmbr . nmbr meq / l )-non - fatal stroke-hospitalization heart failure-elevated bun ( > nmbr . nmbr meq / l ) ""-hospitalization acs-arterial revascularization"
1114,characteristic_level,"diabetes mellitus-diabetes mellitus ""-diabetes mellitus"
1115,arms,"dm - ( aliskiren vs . placebo ) ""-aliskiren ( dm - vs . dm + )-dm + ( aliskiren vs . placebo )-placebo ( dm - vs . dm + )-dm - ( aliskiren vs . placebo )"
1117,characteristic_name,"urine albumin / creatinine ratio ( mg / g ) ""-duration diabetes-urine albumin / creatinine ratio ( mg / g )"
1118,characteristic_level,"statin-ace inhibitor-< nmbr-duration diabetes ( )-b - blocker-aspirin-age ( )-white-egfr > nmbr ml / min-> = nmbr-nmbr - < nmbr-sulfonylurea-metformin-< nmbr y-body mass index ( kg / mnmbr )-nmbr - < nmbr y-thiazolidinedione-> = nmbr y-adp antagonist-ace inhibitor ""-established cardiovascular disease-male-insulin"
1119,characteristic_level,"hbanmbrc nmbr % - < nmbr % ( n - nmbr )-hbalc > = nmbr % ( n - nmbr )-hbanmbrc < nmbr % ( n - nmbr )-hbanmbrc < nmbr % ( n - nmbr ) ""-p value"
1120,characteristic_level,"overall-hbanmbrc nmbr - < = nmbr % ""-hbanmbrc > = nmbr %-hbanmbrc < nmbr %-hbanmbrc nmbr - < = nmbr %"
1122,characteristic_level,"overall-hbanmbrc nmbr - < = nmbr % ""-hbanmbrc > = nmbr %-hbanmbrc < nmbr %-hbanmbrc nmbr - < = nmbr %"
1124,characteristic_name,"region-region ""-nyha functional class"
1125,characteristic_level,"central europe-cardiac resynchronization therapy-western europe other-asia - pacific ""-hypertension-hospitalization heart failure-nmbr-myocardial infarction-atrial fibrillation-oral anticoagulant agent-percutaneous coronary intervention-digoxin-implantable cardioverter - defibrillator-iv-coronary artery bypass surgery-asia - pacific-beta - blocker-diabetes-asian-black-diuretic agent-antiplatelet agent-ii-iii-mineralocorticoid receptor antagonist-lipid - lowering agent-other-north america-latin america-stroke"
1126,measures,"risk score category ( points ) ""-p value trend-risk score category ( points )"
1127,characteristic_level,"nmbr - nmbr ( n = nmbr , nmbr ) ""-nmbr - nmbr ( n = nmbr , nmbr )"
1128,measures,"ratet ( nmbr % cl )-hr ( nmbr % cl ) ""-hr ( nmbr % cl )"
1129,outcomes,"- cause death n ""-all - cause death n-cv death hf hospitalization n-hf hospitalization n-cv death n"
1130,characteristic_name,"risk category ( points )-risk category ( points ) """
1131,characteristic_level,"nmbr ( n = nmbr ) ""-nmbr ( n = nmbr )-nmbr - nmbr ( n = nmbr )-nmbr - nmbr ( n = nmbr , nmbr )-nmbr ( n = nmbr , nmbr )"
1132,arms,"enalapril lcznmbr ( n = nmbr ) ( n = nmbr )-lcznmbr ( n = nmbr ) ""-lcznmbr ( n = nmbr )-enalapril ( n = nmbr )"
1133,arms,"adalimumab ( n = nmbr )-adalimumab ( n = nmbr ) ""-placebo ( n = nmbr )"
1134,characteristic_name,"race , n ( % ) ""-race , n ( % )-sex , n ( % )"
1135,arms,"total ( n = nmbr )-total ( n = nmbr ) ""-cana nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
1136,characteristic_level,"egfr < nmbr ml / min / nmbr . nmbr mz-< nmbr years age-duration tnmbrdm < nmbr years-duration tnmbrdm < nmbr years ""-fracture history-female-male-> nmbr years age-no fracture history-egfr > nmbr ml / min / nmbr . nmbr mz-duration tnmbrdm > nmbr years"
1137,arms,"pbo-all cana ""-all cana"
1138,characteristic_name,"thienopyridine randomization-type stent index procedure-indication index pci-patients-patients """
1139,characteristic_level,"hypertension-stroke tia-clopidogrel-prasugrel-age ( years )-bare metal-diabetes mellitus-non - white raceb-weight ( kg )-female sex-cigarette smoker-hispanic latino ethnic groupb ""-nstemi-drug eluting-stemi-prior cancer-unstable anginad-stable angina-prior myocardial infarction-peripheral arterial disease-other-hispanic latino ethnic groupb-congestive heart failure-renal insufficiency / failure-body mass indexc"
1140,arms,"continued thienopyridine ( n nmbr nmbr )-placebo ( n nmbr nmbr ) ""-placebo ( n nmbr nmbr )"
1141,characteristic_name,"aspirin dose randomization-thienopyridine randomization-stent type-age-region-body mass index-aspirin dose randomization ""-sex-race-indication pci"
1142,characteristic_level,"< nmbr-australia / new zealand-clopidogrel-current tobacco use-no prior mi-no prior cabg-prasugrel-bare metal stent-< nmbr mg-drug eluting stent-> nmbr mg-white-prior mi-no prior pci-non - white-> nmbr-history cancer-european union-mi-no mi-female-diabetes-prior pci-< median-no current tobacco use-no diabetes-prior cabg-> median-no history cancer-north america-male-> nmbr mg """
1144,characteristic_name,"age , yrs-chanmbrdsnmbr - vasc $ nmbr-modified - bled-chanmbrdsnmbr - vasc $ nmbr ""-previous myocardial infarction-male-hypertension-chanmbrdsnmbr - vasc-previous major bleeding-chadsnmbr-previous stroke-age > nmbr yrs-diabetes mellitus"
1146,arms,"long - term warfarin ( n - nmbr ) ""-long - term warfarin ( n - nmbr )-laa closure ( n - nmbr )"
