,descriptor,terms
1063,outcomes,"dasnmbr - nmbr ( esr ) < nmbr . nmbr *-sdai < nmbr t-cdai < nmbrt-cdai < nmbr . nmbr * ""-dasnmbr - nmbr ( esr ) < nmbr . nmbrt-haq - di improvement > nmbr . nmbr-cdai < nmbr . nmbr *-sdai < nmbr . nmbr *"
1064,characteristic_level,"bdmard - ir-bdmard - naive ""-bdmard - naive"
1065,arms,"tofacitinib nmbr mg twice daily n = nmbr ""-tofacitinib nmbr mg twice daily n = nmbr-placebo n = nmbr"
1066,arms,"control ( n = nmbr )-cyclosporine ( n = nmbr )-cyclosporine ( n = nmbr ) """
1067,characteristic_name,"rentrop score-symptom onset-diabetes-initial timi flow-killip baseline-dyslipidemia-age-ejection fraction-lad-killip baseline ""-thrombus aspiration-final timi flow-hypertension"
1068,characteristic_level,"nmbr-> nmbr-> nmbrh-nmbr - nmbrh-< nmbr %-medial - distal - diag-male-yes-< nmbr yr-overall-proximal - mainleft-no-> nmbr %-nmbr ""-female-< nmbrh-= nmbr-nmbr yr-< nmbr"
1070,measures,". events / total-no . events / total """
1071,characteristic_level,"male , n ( % )-coronary heart disease , n ( % ) b-coronary heart disease risk equivalents , n ( % ) c-genotyping-high - dose statin use , n ( % ) e-current smoker , n ( % )-clinical criterianmbr-type nmbr diabetes , n ( % ) d-ezetimibe use-race , white , n ( % )-hypertension , n ( % )-diagnosis heterozygous familial hypercholester-body mass index , kg / mnmbr , mean + sd ""-age , years , mean + sd-body mass index , kg / mnmbr , mean + sd-statin use , n ( % )"
1072,other,"fh nmbr-fh ii-fh nmbr """
1073,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-alirocumab ( n = nmbr )"
1074,characteristic_name,"dose atorvastatin-dose rosuvastatin-statin treatment-moderate ckd-prior history ml ischemic stroke-ethnicity-region-diabetes mellitus-age-llt statin randomization-bmi-age ""-gender-race"
1075,arms,"placebo-alirocumab-placebo """
1076,characteristic_name,"age , y-risk factors , %-concomitant drugs , %-vascular history , % ""-vascular history , %"
1077,characteristic_level,"latin america-previous cabg ( % total )-aspirin-> nmbr mo-previous pci ( % total )-north america-< nmbr mo-crcl < nmbr ml / min-hyperlipidemia-lipid - lowering agents-time qualifying mi , %-weight < nmbr kg-des ( % previous stenting )-p - blockers-diabetes mellitus-europe ""-nmbr - nmbr mo-white race , %-mean ( sd )-europe i-europe ii-current smoker-female sex , %-region , %-asia-ace inhibitor arb-previous stenting ( % previous pci )-any coronary revascularization-australia / new zealand-> nmbr y-hypertension"
1080,outcomes,"cv death-cv death / mi / stroke-ischemic stroke-ml ""-ml-stroke-cv death / mi / stroke / ucr-ucr"
1081,characteristic_level,"thienopyridine ""-thienopyridine-no thienopyridine"
1082,measures,"n ( nmbryr km event rate , % )-n ( nmbryr km event rate , % ) """
1083,characteristic_name,"baseline measurements-demographic characteristics-albumin - - creatinine ratio ,-baseline antihyperglycemic medications , n ( % )-baseline cv medications , n ( % ) ""-baseline cv medications , n ( % )-race"
1084,characteristic_level,"age , median ( iqr ) , years-aspirin-median ( sd ) , mg / mmol-current smoker , n ( % )-bmi , median ( sd ) , kg / mnmbr-hbanmbrc , median ( sd ) , %-hispanic / latino ethnicity , n ( % )-diabetes duration , median ( iqr ) , years-insulin-prior coronary revascularization , n ( % )-prior myocardial infarction , n ( % )-diuretics-aspirin ""-weight , median ( sd ) , kg-fasting serum glucose , median ( sd ) , mg / dl-prior heart failure , n ( % )-b - blockers-caucasian , n ( % )-sulfonylurea-all others , n ( % )-dyslipidemia , n ( % )-female sex , n ( % )-egfr , median ( sd ) , ml / min-tzd-ace inhibitors-statins-hypertension , n ( % )-metformin"
1085,outcomes,"yes ( n = nmbr )-no ( n = nmbr , nmbr )-no ( n = nmbr , nmbr ) """
1087,arms,"placebo-saxagliptin-saxagliptin """
1088,measures,"event-hr-cl nmbr %-total ""-total"
1089,arms,"placebo ( n = nmbr )-empagliflozin nmbr mg ( n = nmbr )-pooled empagliflozin ( n = nmbr )-pooled empagliflozin ( n = nmbr ) """
1090,characteristic_name,"dpp - nmbr inhibitor-cardiovascular risk-region-acetylsalicylic acid-calcium channel blockers-angiotensin - converting enzyme inhibitors / angiotensin receptor blockers-glycated hemoglobin-insulin-statins / ezetimibe-age-thiazolidinediones-estimated glomerular filtration rate-diuretics-blood pressure control-antihypertensives-ethnicity-urine albumin - - creatinine ratio-sulfonylurea-age ""-sex-body mass index-beta blockers-metformin-race"
1091,characteristic_level,"< nmbr kg / mnmbr-latin america-> nmbr ml / min / nmbr . nmbrmnmbr-north america-all patients-europe-< nmbr . nmbr %-africa-> nmbr years-only cerebrovascular disease-> nmbr kg / mnmbr-male-yes-white-only peripheral artery disease-sbp > nmbr mmhg / dbp > nmbr mmhg-sbp < nmbr mmhg dbp < nmbr mmhg-< nmbr mg / g-only coronary artery disease-black / african - american-< nmbr ml / min / nmbr . nmbrmnmbr-< nmbr years ""-no-> nmbr mg / g-< nmbr years-not hispanic / latino-nmbr < nmbr ml / min / nmbr . nmbrmnmbr-hispanic / latino-female-nmbr nmbr mg / g-nmbr nmbr high cardiovascular risk categories-asian-asia-> nmbr . nmbr %"
1093,arms,"placebo-placebo """
1094,characteristic_name,"cardiovascular risk-region ""-region-acetylsalicylic acid-calcium channel blockers-angiotensin - converting enzyme inhibitors / angiotensin receptor blockers-glycated hemoglobin-insulin-statins / ezetimibe-age-diuretics-estimated glomerular filtration rate-blood pressure control-antihypertensives-ethnicity-urine albumin - - creatinine ratio-sulfonylurea-sex-body mass index-beta blockers-metformin"
1095,characteristic_level,"< nmbr kg / mnmbr-latin america-> nmbr ml / min / nmbr . nmbrmnmbr-all patients-europe-< nmbr . nmbr %-africa-> nmbr years-only cerebrovascular disease-> nmbr kg / mnmbr-male-yes-white-only peripheral artery disease-sbp > nmbr mmhg / dbp > nmbr mmhg-sbp < nmbr mmhg dbp < nmbr mmhg-< nmbr mg / g-north america plus australia new zealand-only coronary artery disease-black / african - american-< nmbr ml / min / nmbr . nmbrmnmbr-no-> nmbr mg / g-< nmbr years-not hispanic / latino-nmbr < nmbr ml / min / nmbr . nmbrmnmbr-hispanic / latino-female-nmbr nmbr high cardiovascular risk categories-asian-europe ""-asia-> nmbr nmbr mg / g-> nmbr . nmbr %"
1097,arms,"placebo-empagliflozin-placebo """
1098,characteristic_name,"age , years-demographic-medical history , n ( % )-weight , kg-medical history , n ( % ) """
1099,characteristic_level,"female sex , n ( % )-median-prior myocardial infarction-heart failure-prior ptca pci-current smoker-diabetes mellitus-heart failure ""-peripheral artery disease-interquartile range-cabg-prior stroke tia-hyperlipidaemia-hypertension-n"
1100,other,"radial ""-radial"
1101,outcomes,"ischemia driven revascularization "" ; na-ischemia driven revascularization-death-ml-stent thrombosis-primary endpoint death / mi / idr / st"
1102,characteristic_level,"femoral ""-radial-femoral-overall"
1104,arms,"placebo ( n = nmbr )-secukinumab , nmbr mg ( n = nmbr ) ""-secukinumab , nmbr mg ( n = nmbr )"
1105,characteristic_name,"anti - tnf - experienced patients-anti - tnf - experienced patients ""-anti - tnf - naive patientsnmbr"
1106,arms,"placebo-secukinumab-secukinumab """
1107,characteristic_name,"lev status , n ( % )-region , n ( % )-number prior aeds , n ( % )-number concomitant aeds , n ( % )-concomitant aedsa-number prior aeds , n ( % ) """
1108,characteristic_level,"nmbr-latin america-weight , kg , mean ( sd )-north america-age first seizure , years , mean ( sd )-lacosamide-baseline pos frequency per nmbr days , median ( min , max )-> nmbr-duration epilepsy , years , mean ( sd )-carbamazepine-never used lev-nmbr - nmbr-prior lev use-europe ( non - eu )-valproate-oxcarbazepine-lamotrigine-europe ( eu )-itt population-gender , female , n ( % )-bmi , kg / mnmbr , mean ( sd )-age , years , mean ( sd )-asia / pacific / other-race , white , n ( % )-nmbr - nmbr ""-topiramate"
1110,characteristic_name,"demographics-clinical characteristics-region ""-region-qualifying event"
1111,characteristic_name,"active smoking-history myocardial infarction-anti - platelet therapy-time end - - study ivus , median ( iqr ) , days-statin-ace inhibitor-men , n ( % )-age , mean ( sd ) , yrs-arb-history pci-beta - blocker-body - mass index , mean ( sd )-arb ""-hypertension"
1112,characteristic_level,"diabetes mellitus-diabetes mellitus ""-no diabetes mellitus"
1113,outcomes,"hyperkalemia ( > nmbr . nmbr meq / l )-elevated creatinine ( > nmbr pmol / l )-death-first mace-hospitalization acs-arterial revascularization-elevated bun ( > nmbr . nmbr meq / l ) ""-non - fatal stroke-hospitalization heart failure-elevated bun ( > nmbr . nmbr meq / l )-non - fatal myocardial infarction"
1114,characteristic_level,"diabetes mellitus-diabetes mellitus ""-no diabetes mellitus"
1115,arms,"dm - ( aliskiren vs . placebo ) ""-dm - ( aliskiren vs . placebo )-aliskiren ( dm - vs . dm + )-placebo ( dm - vs . dm + )-dm + ( aliskiren vs . placebo )"
1117,characteristic_name,"duration diabetes-urine albumin / creatinine ratio ( mg / g )-urine albumin / creatinine ratio ( mg / g ) """
1118,characteristic_level,"aspirin-egfr > nmbr ml / min-statin-ace inhibitor-male-< nmbr y-age ( )-white-insulin-thiazolidinedione-> = nmbr y-adp antagonist-established cardiovascular disease-duration diabetes ( )-nmbr - < nmbr-ace inhibitor ""-sulfonylurea-nmbr - < nmbr y-body mass index ( kg / mnmbr )-metformin-< nmbr-b - blocker-> = nmbr"
1119,characteristic_level,"hbanmbrc < nmbr % ( n - nmbr )-p value-hbanmbrc < nmbr % ( n - nmbr ) ""-hbalc > = nmbr % ( n - nmbr )-hbanmbrc nmbr % - < nmbr % ( n - nmbr )"
1120,characteristic_level,"overall-hbanmbrc > = nmbr %-hbanmbrc nmbr - < = nmbr % ""-hbanmbrc < nmbr %-hbanmbrc nmbr - < = nmbr %"
1122,characteristic_level,"overall-hbanmbrc > = nmbr %-hbanmbrc nmbr - < = nmbr % ""-hbanmbrc < nmbr %-hbanmbrc nmbr - < = nmbr %"
1124,characteristic_name,"region-nyha functional class-region """
1125,characteristic_level,"nmbr-latin america-atrial fibrillation-digoxin-cardiac resynchronization therapy-other-north america-percutaneous coronary intervention-asia - pacific ""-oral anticoagulant agent-beta - blocker-stroke-mineralocorticoid receptor antagonist-diuretic agent-implantable cardioverter - defibrillator-lipid - lowering agent-iii-coronary artery bypass surgery-black-iv-western europe other-asian-asia - pacific-myocardial infarction-diabetes-antiplatelet agent-central europe-hospitalization heart failure-ii-hypertension"
1126,measures,"risk score category ( points )-risk score category ( points ) ""-p value trend"
1127,characteristic_level,"nmbr - nmbr ( n = nmbr , nmbr ) ""-nmbr - nmbr ( n = nmbr , nmbr )"
1128,measures,"hr ( nmbr % cl )-ratet ( nmbr % cl )-hr ( nmbr % cl ) """
1129,outcomes,"hf hospitalization n-all - cause death n-cv death hf hospitalization n-all - cause death n ""-cv death n"
1130,characteristic_name,"risk category ( points )-risk category ( points ) """
1131,characteristic_level,"nmbr ( n = nmbr )-nmbr - nmbr ( n = nmbr )-nmbr ( n = nmbr ) ""-nmbr ( n = nmbr , nmbr )-nmbr - nmbr ( n = nmbr , nmbr )"
1132,arms,"lcznmbr ( n = nmbr )-enalapril ( n = nmbr )-lcznmbr ( n = nmbr ) ""-enalapril lcznmbr ( n = nmbr ) ( n = nmbr )"
1133,arms,"adalimumab ( n = nmbr ) ""-placebo ( n = nmbr )-adalimumab ( n = nmbr )"
1134,characteristic_name,"race , n ( % ) ""-race , n ( % )-sex , n ( % )"
1135,arms,"placebo ( n = nmbr )-cana nmbr mg ( n = nmbr )-total ( n = nmbr ) ""-total ( n = nmbr )"
1136,characteristic_level,"male-> nmbr years age-egfr > nmbr ml / min / nmbr . nmbr mz-duration tnmbrdm < nmbr years-duration tnmbrdm < nmbr years ""-female-fracture history-egfr < nmbr ml / min / nmbr . nmbr mz-duration tnmbrdm > nmbr years-no fracture history-< nmbr years age"
1137,arms,"cana ""-pbo-all cana"
1138,characteristic_name,"indication index pci-patients ""-thienopyridine randomization-type stent index procedure-patients"
1139,characteristic_level,"congestive heart failure-bare metal-other-prior cancer-stroke tia-drug eluting-body mass indexc-non - white raceb-stemi-stable angina-diabetes mellitus-female sex-prior myocardial infarction-age ( years )-peripheral arterial disease-renal insufficiency / failure-cigarette smoker-weight ( kg )-prasugrel-nstemi-clopidogrel-unstable anginad-hispanic latino ethnic groupb ""-hypertension-hispanic latino ethnic groupb"
1140,arms,"placebo ( n nmbr nmbr ) ""-continued thienopyridine ( n nmbr nmbr )-placebo ( n nmbr nmbr )"
1141,characteristic_name,"aspirin dose randomization ""-thienopyridine randomization-aspirin dose randomization-indication pci-body mass index-region-stent type-age-race-sex"
1142,characteristic_level,"> median-> nmbr mg ""-current tobacco use-non - white-north america-no mi-> nmbr-no current tobacco use-drug eluting stent-< nmbr mg-< median-male-white-no diabetes-no history cancer-no prior cabg-bare metal stent-european union-> nmbr mg-prior pci-mi-female-history cancer-prasugrel-diabetes-prior mi-clopidogrel-australia / new zealand-< nmbr-prior cabg-no prior pci-no prior mi"
1144,characteristic_name,"male-modified - bled-previous major bleeding-chanmbrdsnmbr - vasc-chanmbrdsnmbr - vasc $ nmbr ""-chadsnmbr-diabetes mellitus-previous myocardial infarction-age , yrs-age > nmbr yrs-previous stroke-hypertension-chanmbrdsnmbr - vasc $ nmbr"
1146,arms,"long - term warfarin ( n - nmbr )-long - term warfarin ( n - nmbr ) ""-laa closure ( n - nmbr )"
1147,characteristic_level,"chanmbrdsnmbr - vasc > nmbr-male-no history tia / stroke-chanmbrdsnmbr - vasc # nmbr-modified - bled $ nmbr-history tia / stroke-age # nmbr yrs-female-modified - bled < nmbr-age > nmbr yrs-age > nmbr yrs """
1149,characteristic_name,"b "" ; na-b"
1155,outcomes,"cardiovascular death-second co - primary outcome-cardiovascular death ""-first co - primary outcome"
1156,characteristic_level,"triglycerides nmbrnd third-alc > = nmbr . nmbr %-placebo allocation-alc < nmbr . nmbr %-male-new dm-age > = nmbr-no prior cv event-omega - nmbr fa intake nmbrnd third-overall-bmi > nmbr-age > : nmbr-age < nmbr-standard care allocation-prior dm-triglycerides nmbr , third-no statin use-heart rate < nmbr bpm-heart rate > nmbr bpm-omega - nmbr fa intake nmbrst third ""-insulin glargine allocation-neither ace - arb use-betablocker use-prior om-female-ace - arb use-omega - nmbr fa intake nmbr , third-no betablocker use-metformin use-bmi < = nmbr-omega - nmbr fa intake nmbrst third-omega nmbr allocation-prior cv event-new om-ifg / igt-statin use-triglycerides nmbrst third-no metformin use"
1159,characteristic_name,"screening-screening ""-baseline-demographic characteristics"
1160,characteristic_name,"- japan n = nmbr , nmbr-not - japan n = nmbr , nmbr ""-japan n = nmbr-overall n = nmbr , nmbr"
1161,characteristic_level,"- japan-not - japan "" ; na-japan-overall"
1162,arms,"placebo-ff / vi nmbr / nmbr pg od-ff / vi nmbr / nmbr pg od ""-ff nmbr pgod"
1163,characteristic_name,"hscrp ( nmol / l )-insulin ( pmol / l ) vital signs-dyslipidaemia hypertension , n ( % )-hbanmbrc ( % )-male-ffa ( mmol / l )-duration tnmbrdm ( years )-total-body weight ( kg )-diastolic bp ( mmhg )-hdl-n =-vldl-dyslipidaemia , n ( % )-insulin ( pmol / l )-n = nmbr-ldl-prediabetes , n ( % )-wc ( cm )-female-age , ( years )-age , ( years ) ""-hbaic ( % )-fpg ( mmol / l )-body mass index ( kg / mnmbr )-triglycerides ( mmol / l )-pulse ( beats / min ) cholesterol ( mmol / l )-hypertension , n ( % )-systolic bp ( mmhg )"
1164,characteristic_level,"white ( nmbr . nmbr % )-other ( nmbr . nmbr % ) ""-other ( nmbr . nmbr % ) t-asian ( nmbr . nmbr % )-black / african - american ( nmbr . nmbr % )"
1165,arms,"placebo n = nmbr ""-liraglutide nmbr . nmbr mg n = nmbr-placebo n = nmbr"
1166,characteristic_level,"asian-other-white-black / african - american-asian """
1169,characteristic_name,"history microvascular disease ( % )-p - blocker ( % )-ace / arb medication ( % )-age completion highest level of-heart rate ( bpm )-hbanmbrc ( % )-lipid - lowering medication ( % )-any blood pressure medications ( % )-aspirin thienopyridines ( % )-systolic blood pressure ( mm hg )-history stroke ( % )-creatinine clearance ( ml / min ) ""-number individuals-hdl cholesterol ( mmol / l )-duration diabetes ( years )-age ( years )-ldl cholesterol ( mmol / l )-history macrovascular disease ( % )-creatinine clearance ( ml / min )-exercise times per week , ( minimum-current weekly alcohol use ( % )-body mass index ( kg / mnmbr )-triglycerides ( mmol / l )-diastolic blood pressure ( mm hg )-total cholesterol ( mmol / l )"
1170,characteristic_level,"women-men-men """
1171,characteristic_level,"daily-former-daily ""-never"
1172,outcomes,"secondary ' outcomes-primary outcomes "" ; na-primary outcomes"
1174,outcomes,"secondary outcomes-primary outcomes "" ; na-primary outcomes"
1175,outcomes,"cause mortality-all cardiovascular ""-nephropathy-major cerebrovascular-all cardiovascular-major coronary-major cardiovascular-all cancer"
1177,characteristic_name,"medical history ( % )-type mi ( % ) ""-type mi ( % )"
1178,characteristic_level,"previous mi-age , years-symptom onset hospital arrival , hours-stemi-anemia ( % )-crusade bleeding score-creatinine clearance < nmbr ml / min ( % )-nstemi ""-current smoker-diabetes-previous pci-> nmbr-nstemi-body mass , kg-body mass index ( kg / mnmbr )-killip class > ii ( % )-previous stroke-hypertension"
