descriptor,terms
baseline_level_2, emergent urgent surgery history hypertension current smoker aspirin lowmolecular weight heparin intravenous unfractionated heparin ace inhibitor arb statin diuretic calcium channel blocker vascular intraperitoneal orthopaedic general spinal lumbar epidural general andthoracic epidural general lumbar epidural regional anaesthesia age years sex female preoperative heart rate beats per minute preoperative blood pressure mm hg patients fulfilling eligibility criteria coronary artery disease peripheral arterial disease stroke thought due atherothrombotic disease hospitalisation chf within 3 years randomisation undergoing major vascular surgery three seven risk factors intrathoracic intraperitoneal surgery history congestive heart failure diabetes currently oral hypoglycaemic agent orinsulin preoperative serum creatinine 175 pmol l age 70 years history transient ischaemic attack
baseline_level_2, agemean sd years age 70 female white hispanic black bmimean sd kg m2 history ml heart failure class llll chronic stable angina unstableangina dyslipidemia3 lvh arrhythmia stroke ortiab pvd renal insufficiency11 diabetes3 obese cancer eversmoker aspirin antiplatelet nsaids antidiabetic lipid lowering nitrates potassium hrt systolicmean sd mm hg diastolicmean sd mm hg controlled11no
baseline_level_2, female sex asia europe israel australia latin america south africa united states canada african chinese south asian asian white european native latin bmi waist circumference cm never currently previously regular consumption 114 drinks wk 15+ drinks wk obesity sedentary physical activity intense physical activity median days 10 days 1130 days 3190 days 90 days largeartery atherosclerosis cardioembolism smallartery occlusion lacune acute stroke determined cause stroke undetermined cause 0 1 2 35 01 23 45 614 14 previous stroke tia previous stroke tia atherosclerotic disease mi ischemic coronary artery disease paod chf hypertension diabetes mellitus hyperlipidemia atrial fibrillation valvular disease deepvein thrombosis age yr
baseline_level_2, female sex chinese south asian asian african white european native latin previous stroke tia atherosclerotic disease atrial fibrillation hypertension diabetes mellitus hyperlipidemia left ventricular hypertrophy current past statin ace inhibitor diuretic calciumchannel blocker betablocker index stroke 10 days randomization largeartery atherosclerosis cardioembolism smallartery occlusion 0 1 2 35 01 23 45 614 14 age yr blood pressure mm hg heart rate beats min bodymass index
baseline_level_2, age years age 70 years women bmi kg m2 sbp mm hg dbp mm hg heart rate beats per min current smoking history hypertension ii iii iv lvef lvef 40 admission hf previous year previous ami previous stroke diabetes cabg pci icd pacemaker history atrial fibrillation peripheral vascular disease copd neoplasia ischaemic dilatative hypertensive cause nondetectable unknown pulmonary rales third heart sound mitral insufficiency aortic stenosis qrs 120 ms atrial fibrillation pathological q waves left ventricular hypertrophy ace inhibitors arbs ace inhibitors arbs p blockers spironolactone diuretic drugs digitalis oral anticoagulant drugs aspirin antiplatelet agents nitrates calciumchannel blockers amiodarone
baseline_level_2, age years age 70 years women bmi kg rrr sbp mm hg dbp mmhg heart rate beats per min current smoking history hypertension ii iii iv lvef lvef 40 admission hf previous year previous ami previous stroke diabetes mellitus cabg pci icd pacemaker history atrial fibrillation peripheral vascular disease copd neoplasia ischaemic dilatative hypertensive nondetectable unknown pulmonary rales third heart sound mitral insufficiency aortic stenosis qrs 120 ms atrial fibrillation pathological q waves left ventricular hypertrophy ace inhibitors arbs ace inhibitors arbs p blockers spironolactone diuretic drugs digitalis oral anticoagulant drugs aspirin antiplatelet agents nitrates calciumchannel blockers amiodarone statin open
baseline_level_2, 65 65 75 75 prior lower gi clinical event prior upper gi clinical event established atherosclerotic cardiovascular disease cox2 selective nsaid use systemic corticosteroid use
baseline_level_2, total population n 4554 years 5564 years 65 years 250 kg m2 250299 kg m2 300 kg m2 white hispanic origin african american hispanic american indian alaskan native asian pacific islander unknown none family history diabetes current smoker exercise weekly alcohol consumption weekly history hypertension history hyperlipidemia postmenopausal baseline use hormone therapy available baseline blood specimen n total cholesterol mmol l ldl cholesterol mmol l hdl cholesterol mmol l total cholesteroltohdl cholesterol ratio nonhdl cholesterol mmol l a1c hscrp mg l
baseline_level_2, bodymass index current smoker smoking history packyr duration copd yr fev1 liters fev1 predicted value fvc liters ratio fev1 fvc ii iii iv sgrq total score units shortacting longacting inhaled oral theophylline compound mucolytic agent leukotrienereceptor antagonist supplemental oxygen male sex age yr
baseline_level_2, mean yr 75 yr female sex white black asian ii iii iv heart rate beats min systolic diastolic bodymass index left ventricular hypertrophy left bundlebranch block atrial fibrillation flutter ejection fraction ischemia hypertension hospitalization heart failure within previous 6 mo angina symptoms unstable angina myocardial infarction pci orcabg atrial fibrillation diabetes mellitus stroke transient ischemic attack median interquartile range mean g dl anemia creatinine mg dl mean ml min 173 m2 bodysurface area 60 ml min 173 m2 potassium mmol liter diureticff loop thiazide spironolactone ace inhibitor digoxin betablocker antiarrhythmic drug calciumchannel blocker nitrate oral anticoagulant antiplatelet lipidlowering agent
baseline_level_2, mean age yrs white black 30 30 chd forms atherosclerosis diabetes mellitus multiple 2 chd risk factors confer 10year risk chd 20 family history premature chdj metabolic syndrome 3 5 characteristics waist circumference s102 men 88 cm women triglycerides 150 mg dl hdl cholesterol 40 men 50 mg dl women hypertension fasting blood glucose 100 mg dl 70 100 mg dl 100 130 mg dl 130 160 mg dl men women
baseline_level_2, sex female chinese indian korean weight range kg body mass index range kg m2 randomized patients range randomized patients fpg range mmol l age range years
baseline_level_2, male female mean sd median range 65 years 65 years 75 years white asian black african american native hawaiian american indian median range patients 8 patients 8
baseline_level_2, age 65 years n male f emale black hispanic black mean bmi kg m2 sd diabetes n isolated systolic hypertension n mssbp msdbp mssbp 180mmhg mssbp 180mmhg mean pulse pressure mmhg sd intenttotreat population n safety population n mean age years
baseline_level_2, age women n arterial hypertension n hypercholesterolemia n diabetes mellitus n insulinrequiring current smoker n body mass index kg m2 history mi n history cabg surgery n infarct localization n anterior inferior lateral killip class n ii iii iv systolic diastolic heart rate bpm peak creatine kinasemb u l
baseline_level_2, 5 yr education systolic diastolic 2 episodes atrial fibrillation previous 6 mo cardioversion previous 2 wk duration last qualifying episode atrial fibrillation 7 days heart failure lvef 40 history hypertension 6 mo diabetes mellitus history stroke peripheral artery disease documented coronary artery disease atrial fibrillation alone peripheral embolism previous transient ischemic attack renal dysfunction chronic obstructive pulmonary disease neoplasia current smoker alcohol abuse heart rate bpm qrs interval 120 msec left ventricular hypertrophy pathologic q waves amiodarone sotalol class 1 antiarrhythmic agents ace inhibitors calciumchannel blockers betablockers digitalis diuretics aldosterone blockers statins oral anticoagulants aspirin age yr female sex bodymass index
baseline_level_2, 660 1 789 369 1 469 1 781 825 1 209 1 630 742 384 1 788 215 801 1 769 453 460 1 789 257 624 1 789 349 672 768 875 491 1 766 278 743 1 766 421 532 1 766 301 425 1 784 238 893 1 789 499 1 707 1 789 954 988 1 789 552 1 575 1 789 880 544 1 789 304 728 1 789 407 1 426 1 789 797 1 403 1 789 784 65 57 73 334 1 789 187 640 1 789 358 1 689 1 789 944 80 72 91
baseline_level_2, age yrs male female former current total packyrs baseline fev1# reversibility patients n
baseline_level_2, bmi25 coronary artery disease hypertension total cholesterol mg dl ldlcholesterol mg dl hdlcholesterol mg dl triglyceride median mg dl 1 2575 percentile epa mol fpg mg dl hba c systolic mmhg diastolic mmhg average age year male smoker drinker
baseline_level_2, age years male asian black africanamerican white hispanic latin american hawaiian pacific islander 1 2 3 4 5 6 congestive heart failure history hypertension age 75 years diabetes previous transient ischaemic attack ischaemic stroke previous warfarin use less 1 year 1 year estimate paroxysmal persistent permanent unknown left ventricular ejection fraction
baseline_level_2, age years prebronchodilator postbronchodilator bodymass index kg m2 current smoker smoking history packyears duration copd years sgrq total score units male
baseline_level_2, lvef mean sd admission hf previous year n previous ami n previous stroke n diabetes n cabg n pci n icd n pacemaker n history paroxysmal atrial fibrillation n peripheral vascular disease n chronic obstructive pulmonary disease n neoplasia n ischemic aetiology n pulmonary rales n third heart sound n mitral insufficiency n aortic stenosis n qrs 120 ms n available 3653 patients left ventricular hypertrophy n total cholesterol mg dl mean + sd available 3658 patients ldl cholesterol mg dl mean + sd available 3306 patients hdl cholesterol mg dl mean + sd available 3552 patients triglycerides mg dl mean + sd available 3643 patients haemoglobin g dl mean + sd available 3666 patients potassium meql mean + sd available 3662 patients aceinhibitors arbs n betablockers n spironolactone n diuretic drugs n digitalis n oral anticoagulant drugs n aspirin antiplatelet agents n nitrates n amiodarone n patients characteristics age years mean + sd age 70 years n women n risk factors bmi kg m2 mean + sd sbp mmhg mean sd heart rate bpm mean sd history hypertension n alcohol consumption n nyha class n ii llliv
baseline_level_2, female male meansd 65 years n 65 years n caucasian black total population 65 years 65 years
baseline_level_2, age mean yr sd male female white since onset since diagnosis prior ms therapies ended 90 days trial entry median min max mean sd 40 0 0 median minimummaximum msfc timed 25foot walk test median seconds
baseline_level_2, 75 past current current smoker diabetes treated insulin previous mi previous chf hypertension hypercholesterolemia treated anterior inferior posterior localized killip class ii iii iv unknown women age yrs mean sd
baseline_level_2, history stroke never smoked exsmoker current smoker time treatment initiation min 180210 211240 241270 age years men weight kg baseline nihss median iqr systolic blood pressure mm hg diastolic blood pressure mm hg diabetes previous use antiplatelet drugs hypertension atrial flutter fibrillation
baseline_level_2, median interquartile range male female white asian black hispanic interquartile range height cm stable angina unstable angina myocardial infarction without stsegment elevation stsegmentelevation myocardial infarction diabetes mellitus current smoker hypertension hyperlipidemia stroke transient ischemic attack family history coronary artery disease myocardial infarction ptca pci coronaryartery bypass grafting congestive heart failure peripheral artery disease bivalirudin unfractionated heparin lowmolecularweight heparin glycoprotein iib iiia inhibitors 1 2 3 drugeluting stent nondrugeluting stent threatened abrupt vessel closure unsuccessful procedure abrupt vessel closure new suspected thrombus acute stent thrombosis need urgent coronaryartery bypass grafting intravenous study drug administered bolus administered infusion administered total oral study drug administered total
baseline_level_2, mean age years sd male n female n white black 30 30 metabolic syndrome chd n forms multiple 2+ chd risk family history premature tg 150 mg dl n hbalc mean sd fasting glucose mg dl 70 100 mg dl 100 130 mg dl 130 160 mg dl characteristics
baseline_level_2, treatment difference 95 ci treatment difference 95 cl
baseline_level_2, current smoker sulfonylurea biguanide metformin insulin thiazolidinedione aglucosidase inhibitor meglitinide antidiabetic drug monotherapy dual therapy three drugs n age years median 25th 75th percentile female sex weight kg m2 median 25th 75th percentile bmi kg m2 median 25th 75th percentile hypertension hyperlipidemia
baseline_level_2, crohns disease activity index score ileum colon ileum colon ileum colon proximal gastrointestinal tract 0 20 mg 20 mg budesonide 5aminosalicylic compounds male sex white race median age yr median body weight kg median disease duration yr median creactive protein mg dl
baseline_level_2, age years bmi current history packyears duration copd years ii iii iv sgrq total score units prebronchodilator postbronchodilator patients 12 200 ml increase fev1 postbronchodilator pulmonary medication anticholinergics longacting anticholinergics shortacting bagonists longacting bagonists shortacting leukotriene receptor antagonists mucolytics supplemental oxygen steroids inhaled steroids theophyllines
baseline_level_2, male n caucasian asian black current smoker n current cvd diabetes n highrisk cvd n mean 10year cvd risk type 1 n type 2 n ldlc hdlc total cholesterol triglycerides median range age years 70 years n
baseline_level_2, mean duration disease years terminal ileum colon ileocolon upper gastrointestinal resection performed mean cdai score geometric mean crp concentration mg l penetrating disease corticosteroids immunosuppressants corticosteroids immunosuppressants corticosteroids immunosuppressants mean sd age years male
baseline_level_2, n met criterion blt n met criterion final n met criterion bl n met criterion finalt n bl mean mg dl mmol 1 mean sem bl mean mmhg mean sd mmhg mean sd mg dl mmol 1 bl mean cm mean sdt
baseline_level_2, menwomen age years current smokerexsmoker smoking history packyears time since copd diagnosis yrs prebronchodilator fev1 l prebronchodilator fev1 predicted normal prebronchodilator fvc l prebronchodilator fev1 fvc postbronchodilator fev1 l postbronchodilator fev1 predicted normal reversibility fev1 postbronchodilator fvc l postbronchodilator fev1 fvc fev1 l fev1 predicted normal fvc l proportion taking pulmonary medications b medication longacting b2agonists shortacting b2agonists inhaled corticosteroids oral corticosteroids xanthines mucolytics shortacting anticholinergics supplementary oxygen
baseline_level_2, men n white black hispanic asian oriental multiracial europe north america latin america africa asia middle east australia mean body mass index sd kg m2 body mass index 30 kg m2 n acute infection without septic shock acute respiratory insufficiency heart failure postacute ischemic stroke acute rheumatic disorders active cancer fracture multiple diagnoses active inflammatory bowel disease level 1 immobility level 2 immobility age 75 cancer history vte age 75 active previous cancer history vte obesity body mass index 30 kg m2 venous insufficiency hormone therapy chronic heart failure chronic respiratory failure chronic inflammatory disease family history vte thrombophilia antiplatelet antiinflammatory drugs antiplatelet drugs antiinflammatory drugs mean age sd
baseline_level_2, 50 n usa asia pacific eastern europe western europe current smoker n packyears smoked ics alone laba alone ics + laba neither ics laba previous mi n 0 1 2 baseline cv treatment n baseline shortacting anticholinergics n age enrolment years male gender n body mass index kg m2 postbronchodilator fev1 predicted 30 n 30e 50 n
