CUI,preferred,hasMSH
C0203057,Upper gastrointestinal tract series,false
C0002808,Science of Anatomy,true
C0700276,Anatomic structures,false
C1384516,Anatomy aspects,true
C0425583,Heart beat,false
C1563149,Balanced ligamentous tension technique (procedure),false
C1708627,LTB4R wt Allele,false
C0077401,Troponin I,true
C3275121,One Vessel Coronary Disease,false
C0581375,Double coronary vessel disease,false
C0425358,North American origin (finding),false
C2700615,North American (race),false
C0425359,south American,false
C0039247,Tajikistan,true
C0040302,Titanium,true
C1553045,Tebi,false
C1704756,Trial Inclusion and Exclusion Criteria Submission Domain,false
C1709500,Percent Mass per Mass,false
C0025424,Mercury,true
C0428257,Mercury measurement,false
C2347108,Mercury(1+),false
C2347109,Mercury 2+,false
C2348272,Dietary Mercury,false
C1548596,Preamendment,false
C4274392,Baseline diastolic blood pressure,false
C0523452,Adenosine diphosphate measurement,false
C0154723,Migraine with Aura,true
C0338480,Common Migraine,true
C0085762,Alcohol abuse,true
C4050601,Alcohol Abuse Scale (BASC-2),false
C0559473,maternal history,false
C0424909,Family history with explicit context pertaining to father,false
C0034266,Pyridoxal Phosphate,true
C1175541,PLP1 protein, human,true
C1257874,PTHLH protein, human,true
C1705623,PTHLH wt Allele,false
C0332453,Disruption,false
C1512900,Interruption,false
C0015895,Fertility,true
C0020174,Hungary,true
C0373595,Creatinine clearance measurement,false
C0007859,Neck Pain,true
C1963180,Neck Pain, CTCAE 3.0,false
C4553909,Neck Pain, CTCAE 5.0,false
C0234253,Rest pain,false
C0030054,Oxygen,true
C4534306,Supplemental oxygen,false
C1424945,ALLC gene,false
C3811058,Absolute Blood Lymphocyte Count,false
C2364010,Chronic nephritis,false
C0205095,Dorsal,false
C0005775,Blood Circulation,true
C1516559,Circulatory Process,false
C0240016,Insulin used,false
C2887821,Left sided colitis,false
C0682132,regional difference,false
C0443602,lipids and lipoproteins,false
C0374505,Group Therapies,false
C1412208,ADAMTS2 gene,false
C1549728,National Provider Identifier,false
C3539727,Neuropsychiatric Inventory Questionnaire,false
C2827798,Hour Times Femtogram per Milliliter,false
C0038642,Sudan,true
C1705534,Substance Use Domain,false
C0021149,Incidence,true
C0220856,incidence of cases,true
C1418892,PRH1 gene,false
C1744699,Physical Exam Domain,false
C2697845,Killip Class II,false
C0435632,Fracture of hand,false
C0019557,Hip Fractures,true
C4552776,Hip Fracture, CTCAE,false
C1415181,GOT1 gene,false
C3891303,Atlantic Standard Time,false
C0025320,Menopause,true
C0567312,Menopause present (finding),false
C0001246,Actinium,true
C0003354,Antigua and Barbuda,true
C1412573,ASAH1 gene,false
C2000891,ASAH1 protein, human,true
C3539770,ASAH1 wt Allele,false
C0439259,kilocalorie,false
C0441635,Anatomical segmentation,false
C0233492,Elation,false
C0442874,Neuropathy,false
C3813124,ADM wt Allele,false
C3890196,ATF7IP wt Allele,false
C4520798,Am (blood group),false
C0002461,American Medical Association,true
C0279755,cytarabine/melphalan,false
C2825862,Antimitochondrial Antibody Measurement,false
C1100660,Proprotein Convertases,true
C0165249,kexin,true
C1414185,DUSP4 gene,false
C3811813,DUSP4 wt Allele,false
C0013123,Water consumption,true
C2825512,Worst Case Imputation Technique,false
C0231472,Standing position,true
C1532634,Unit/kilogram/day,false
C0232555,Peak gastric acid output,false
C1427155,PAOX gene,false
C4318615,Pao -- fish,false
C0231832,Respiratory rate,true
C0439386,breaths per minute,false
C0489258,Breaths:Number = Count/Time:Point in time:Respiratory system:Quantitative,false
C0206065,Karnofsky Performance Status,true
C1424976,ESAM gene,false
C0215955,LCN2 protein, human,true
C1416806,LCN2 gene,false
C2346625,LCN2 wt Allele,false
C0521164,Ring (shape),false
C1260969,Ring device,false
C1882954,Ring Dosing Unit,false
C3536861,Thiazide Diuretic [EPC],false
C3853263,Obese class II,false
C3853264,Obese class I,false
C1299432,Multi vessel coronary artery disease,false
C3537187,Biguanide [EPC],false
C4317165,biguanide,false
C1452561,East Timor,true
C4554543,TT genotype,false
C0428621,High density/low density lipoprotein ratio result,false
C1536121,Old Cerebrovascular accidents,false
C0150905,patient is female,false
C0150904,patient is male,false
C1290384,Structural disorder of heart,false
C0043011,Wake Island,true
C0878544,Cardiomyopathies,true
C1420459,SULT1E1 gene,false
C0205393,Most,false
C1420401,SRI gene,false
C0451214,Hidden figures test,false
C0030198,Pain Measurement,true
C0235480,Paroxysmal atrial fibrillation,true
C0004739,Barbados,true
C0332297,Bounded by,false
C4684719,Null Hypothesis,false
C0722969,R & C,false
C2673162,Moho (bird),false
C0028908,Oils,true
C0032085,Plant Oils,true
C1517288,Food Oil,false
C3541397,oil ingredients,false
C0205039,Bronchial,false
C1442216,Bronchial system,false
C0005126,Bermuda,true
C2344255,BD Alcohol,false
C4050145,Block Design Subtest (WPPSI-IV),false
C4684837,Imaging Core Lab,false
C1425988,ALYREF gene,false
C1304659,Finding of blood group B variant,false
C0016667,Fragile X Syndrome,true
C0268281,Infantile neuronal ceroid lipofuscinosis,true
C1418854,PPT1 gene,false
C0332257,Including (qualifier),false
C1414819,FRZB gene,false
C0027608,Neon,true
C0028219,Niue,true
C3538705,ELANE wt Allele,false
C1019118,Ips <Invertebrate>,false
C1998280,International Prostate Symptom Score,false
C2827405,International Prognostic Scoring System (IPSS) for Myelodysplastic Syndromes,false
C3811063,SLC27A4 wt Allele,false
C0205617,Poorly differentiated,false
C0450094,Grade three rank,false
C0475271,Tumor grade G3,false
C0687697,Third grade in elementary school,false
C3889290,West Haven Hepatic Encephalopathy Grade 3,false
C4050000,Clavien-Dindo Grade III,false
C4283820,Simpson Grade 3,false
C4283821,Bayer Corneal Epitheliopathy Grade 3,false
C4283822,Bayer Visual Acuity Changes Grade 3,false
C0037088,Signs and Symptoms,true
C0243095,Finding,false
C2825141,Experimental Finding,false
C1512698,Yes or No Response,false
C0013893,Eligibility Determination,true
C1548635,Eligible,false
C0439583,Overnight,false
C0439300,Micromole/liter,false
C1719797,Multiply - dosing instruction fragment,false
C2911648,Multiplication,false
C1316572,Evaluation and management note:Finding:Point in time:{Setting}:Document:{Provider},false
C1317574,Note (document),false
C2707520,Patient data,false
C1880022,Characterization,false
C0332288,Without,false
C0332490,Round shape,false
C0441074,Meters (physical object),false
C4284038,NTS wt Allele,false
C1317554,Natriuretic Peptides B,false
C1292769,Precursor B-cell lymphoblastic leukemia,false
C1705314,Terminal Device,false
C1705315,Terminal (end postition),false
C2825907,ProB-Type Natriuretic Peptide Measurement,false
C1144709,Natriuretic Peptides,true
C0027976,New York (geographic location),true
C0004083,Mental association,true
C0596306,Chemical Association,false
C0699792,Relationship by association,false
C2709270,Natriuretic peptide,false
C3537020,Natriuretic Peptide [EPC],false
C0596672,heart disorder diagnosis,false
C0376558,Life,true
C1281911,Hemoglobin A measurement,false
C3827682,Useful,false
C0041061,Trinidad and Tobago,true
C0026845,Muscle Tissue,true
C4083049,Muscle (organ),false
C0805162,Aspartate aminotransferase/Alanine aminotransferase,false
C0010287,Creatine Kinase,true
C1710181,Standard Error,false
C0062152,HDL-triglyceride,true
C1708438,CXCR1 wt Allele,false
C0003591,Apolipoproteins,true
C0243132,occurrence characteristics,true
C1554210,Act Relationship Type - occurrence,false
C2745955,Occurrence,false
C2698741,Participant Object,false
C4554048,Study Participant,false
C0566415,Unable to feed self,false
C1299582,Unable,false
C4048706,Unable to Do,false
C4321405,Unable to Use Stairs,false
C4086639,Number of Hospitalizations,false
C1709908,Reported By,false
C0439241,deciliter,false
C2347285,Mole per Gram (mol/g),false
C0332849,Divide,false
C1883712,Add - instruction imperative,false
C0231290,Status post,false
C0332282,Following,false
C1442160,Cutoff,false
C0368910,cholesterol/triglyceride,false
C1261552,Step (specific stage),false
C1704379,Treatment Step,false
C1705117,Increment,false
C2825408,Stair (equipment),false
C3814463,Step Unit of Distance,false
C1292300,Gerbich blood group system,false
C4524803,Missing Information,false
C0013384,Dyskinetic syndrome,true
C0221102,Excretory function,false
C0504085,Body Excretions,false
C2699704,Pharmacokinetics: Excretion,false
C0947630,Scientific Study,false
C0750591,consider,false
C0232108,Arterial pulse pressure,false
C4288391,Planned Follow-Up Duration,false
C0034036,Publications,true
C0034037,Publishing,true
C1704324,Scientific Publication,false
C1637390,Milliliter per gram,false
C0439378,cells/uL,false
C1514811,Bibliographic Reference,false
C1706462,Reference Object,false
C0013443,Ear structure,true
C0521421,Entire ear,false
C0007806,Cerebrospinal Fluid,true
C0007807,In Cerebrospinal Fluid,true
C0076172,N-tris(hydroxymethyl)methyl-2-aminomethane sulfonate,true
C1550452,definition - ActMoodCompletionTrack,false
C3539107,Definition (core metadata concept),false
C3888054,DEFINITION - NCI Thesaurus Property,false
C1422793,TES gene,false
C1622657,SUMO activating enzyme complex,false
C4553214,Serious Adverse Experience,false
C1225105,Sia,false
C1551538,Zia,false
C4321267,COMP wt Allele,false
C1417190,MLN gene,false
C3815103,MRLN gene,false
C1552852,HtmlLinkType - prev,false
C0225759,Lung field,false
C0011318,Denmark,true
C0006901,Blood capillaries,true
C0935624,Capillary vessel,false
C3668815,Displacement of abomasum,false
C0556972,days/year,false
C1635169,Microliter/mL,false
C0439457,International Unit per Liter,false
C0543483,pathogenic aspects,true
C0699748,Pathogenesis,false
C0038449,Stricture of artery,false
C2985844,Randomization Weight,false
C0871420,Standard deviation,false
C0238884,Canadian,false
C0037455,Societies,true
C1552866,include - SetOperator,false
C2700399,Include (action),false
C0035171,Research Design,true
C2983265,CDISC SEND Study Design Terminology,false
C2986888,Nonclinical Study Design,false
C0868928,Case (situation),false
C1533148,Case unit dose,false
C1709637,Preferred Name,false
C0012113,Dictionary, Medical,true
C2347664,Preferred Term,false
C1140263,Medical Dictionary for Regulatory Activities Terminology (MedDRA),false
C0333052,Version,false
C2607870,Version (morphologic abnormality),false
C0038013,Ankylosing spondylitis,true
C0545743,coronary artery and coronary artery,false
C0718146,A/T/S,false
C0229090,Left eye structure,false
C0230028,Oral region,false
C0393706,Early infantile epileptic encephalopathy with suppression bursts,false
C1561953,Supernumerary mandibular left central primary incisor,false
C0006196,British Indian Ocean Territory,true
C0015491,factor IX,true
C1420851,TOB1 gene,false
C0004684,Bahrain,true
C0004952,Belize,true
C1412800,BLMH gene,false
C2986890,Behavioral Domain,false
C4284594,BAND HETEROTOPIA,false
C4321407,BH,false
C0008294,Chlorthalidone,true
C0376586,Qi,true
C4050619,Flexibility Index,false
C0022283,Incontinentia Pigmenti Achromians,true
C0373680,Myoglobin measurement,false
C1551432,Mono Indians,false
C1551969,Mono language,false
C2348066,dabigatran,true
C1552154,Js,false
C0208736,N(6)-(1-carboxyethyl)lysine,true
C0346421,Chronic eosinophilic leukemia,true
C0439237,degrees Celsius,false
C1413336,CEL gene,false
C2827809,Hour Times Nanogram per Milliliter,false
C0376674,Postprandial Period,true
C2827799,Hour Times Femtomole per Milliliter,false
C0033362,Proinsulin,true
C3813208,Proinsulin, human,false
C3840385,Glucose challenge,false
C0003504,Aortic Valve Insufficiency,true
C4551710,Anguilla island,false
C0220853,Hydroxide Ion,true
C0014695,Ergocalciferol,true
C0042866,Vitamin D,true
C2936842,Vitamin D [EPC],false
C3537249,D Vitamin,false
C3714503,Vitamin D Drug Class,false
C1046794,Genus Io,false
C3146236,Io <angiosperm>,false
C1998602,Meal (occasion for eating),true
C4553624,With meals,false
C0205848,Death Rate,true
C0034640,Rain,true
C4689466,New Day,false
C1511559,Cumulative,false
C1836348,Severe disorder,false
C1720725,Twice - dosing instruction fragment,false
C1948050,Twice (Numerical Qualifier),false
C0240951,Scandinavian,false
C0038952,Continuance of life,true
C0036453,Scotland,true
C0220921,survival aspects,true
C0150158,Cardiac care,false
C0680782,air force (organization),false
C0039711,Texas,true
C0023981,Longitudinal Studies,true
C1736144,Atherosclerosis Prevention,false
C0679698,disease prevention,false
C0489835,heart study,false
C1545588,Protection,false
C0085565,Outcome Assessment (Health Care),true
C0591720,Lescol,true
C0012171,Dietary Fats,true
C0420180,Dietary prophylaxis,false
C0086153,Dietary Modification,true
C1999230,Providing (action),false
C0204932,Diet education,false
C0277793,Onset of illness,false
C1261512,Attack behavior,false
C1304680,Observation of attack,false
C0582148,Pain score,false
C3888239,HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1,false
C3555502,ALPHA-TOCOPHERYLQUINONE,true
C0024548,Malawi,true
C0012751,Distance,false
C0556966,milliwatt,false
C1318464,Occupational therapy regime,true
C1418208,OXT gene,false
C1705587,OXT wt Allele,false
C0442734,Nil,false
C3540486,CRLF1 wt Allele,false
C4553190,CRNKL1 wt Allele,false
C0043193,Wisconsin,true
C1520135,Western Sahara,false
C2924612,Cephalometric point A,false
C1549796,MFA Message Structure,false
C1549980,Master of Fine Arts,false
C1869620,reslizumab,true
C0016993,Gambia,true
C4042342,abaloparatide,true
C0000723,Abbreviations,true
C4553328,Clinical Outcome Assessment,false
C0009226,Coenzyme A,true
C4288115,Total Number,false
C1185738,Column (anatomic),false
C1706132,Column (arrangement),false
C0040372,Tolazamide,true
C0439836,Conversions,false
C0439385,beats per minute,false
C1319894,Sitting diastolic blood pressure,false
C0014122,Subacute Bacterial Endocarditis,true
C0022067,Ireland,true
C1881173,Inclusion Exclusion Domain,false
C4554371,Venezuelan equine encephalitis virus subtype IE,false
C0679831,Patient History,false
C0444099,Skin Specimen,false
C0033572,Prostate,true
C1123023,Skin,true
C4520765,Skin, Human,false
C0679138,Expectations,true
C0475209,Meter,false
C1706378,Gauge or Meter Device,false
C0180459,Disks (device),false
C0013850,Electronic,false
C0021888,Physiologic Intraocular Pressure,true
C0920367,Tomography, Optical Coherence,true
C1547561,Authorization Mode - Electronic,false
C4281784,Electronics discipline,true
C1556138,Disc - Body Part,false
C1705370,Disk Dosing Unit,false
C2348299,Disc Shape,false
C0162864,Tunica Intima,true
C1280412,Thick,false
C1256463,Intima,false
C0370003,Specimen,false
C0871472,t test,false
C2347026,Biospecimen,false
C1527178,Basis - conceptual entity,false
C1510411,metaplastic cell transformation,false
C1705938,Base - General Qualifier,false
C4684800,Treatment-Emergent Adverse Event,false
C0017970,Glycopyrrolate,true
C1154181,Inhalant Solution,false
C0023139,lauric acid,true
C1704928,ABL1 wt Allele,false
C3890208,MTTP wt Allele,false
C1689985,Absence (morphologic abnormality),false
C3179139,Absolute Risk Reduction,true
C0439546,Absolute times,false
C4554601,Amyloidosis cutis dyschromia,false
C0189695,Anastomosis of artery with bypass graft (procedure),false
C3640258,CDISC SDTM Canadian Cardiovascular Society Classification Terminology,false
C1444755,Angiotensin converting enzyme inhibitor therapy,false
C0027964,New Caledonia,true
C0028407,North Carolina,true
C0067895,Chimerin 1,true
C0265987,Nevus comedonicus,false
C2917659,Acetaminophen [EPC],false
C2699757,aclidinium,false
C0441472,Clinical action,false
C3266814,Action,false
C2347179,Active Study,false
C1706449,Active Control,false
C1704532,Active Method,false
C4050548,Activities of Daily Living Scale (BASC-2),false
C1546542,Serum, Acute,false
C0556971,days/month,false
C0035124,Reperfusion Therapy,true
C0684253,Physiological reperfusion,false
C3653470,Adamantane derivatives, dopaminergic,false
