"";"terms"
"21258";"Radial access site"
"21259";"RADIATE"
"21260";"Radiographic characteristics at baseline and randomization"
"21261";"Radiographic progression based on change from baseline > SDC"
"21262";"Radionuclide ventriculography"
"21263";"Radius fracture"
"21264";"Raee"
"21265";"RAGE (ng/ml)"
"21266";"Rales"
"21267";"Rales, (%)"
"21268";"Rales, n (%)"
"21269";"Ramus"
"21270";"Rando. in NA**"
"21271";"Randomisation scheme"
"21272";"Randomisation visit (baseline)"
"21273";"Randomised patients (n)"
"21274";"Randomised patients with >3% BSA psoriasis skin involvement at baseline"
"21275";"Randomised patients with BASDAI assessment at baseline and week 12, N"
"21276";"Randomised patients with BASDAI assessment at baseline and week 24, N"
"21277";"Randomised patients with dactylitis at baseline"
"21278";"Randomised patients with enthesitis at baselinet"
"21279";"Randomised patients with spondylitis at baseline, N"
"21280";"Randomised to canakinumab 150 mg"
"21281";"Randomised to canakinumab 300 mg"
"21282";"Randomised to canakinumab 50 mg"
"21283";"Randomised treatment"
"21284";"randomization"
"21285";"Randomization"
"21286";"Randomization-to-"
"21287";"Randomization-to- angiography"
"21288";"Randomization-to- angiography distribution time"
"21289";"Randomization group"
"21290";"Randomization Groups 1 and 2"
"21291";"Randomization Groups 1 and 3"
"21292";"Randomization Stratum"
"21293";"Randomization to"
"21294";"Randomization to angiography"
"21295";"Randomization to arrival in catheterization laboratory"
"21296";"Randomization to arterial sheath insertion"
"21297";"Randomization to end of study"
"21298";"Randomization to first balloon inflation, min"
"21299";"Randomization to placebo or telmisartan"
"21300";"randomization)"
"21301";"randomization, n (%)"
"21302";"Randomize"
"21303";"Randomized"
"21304";"Randomized <4 hr after presentation — %"
"21305";"Randomized group by subgroup interaction"
"21306";"Randomized group by subgroup Interaction"
"21307";"Randomized patients"
"21308";"Randomized to active yitamin E"
"21309";"Randomized to aspirin use"
"21310";"Randomized to canakinumab 150 mg"
"21311";"Randomized to canakinumab 300 mg"
"21312";"Randomized to canakinumab 50 mg"
"21313";"Randomized to receive aspirin Yes"
"21314";"Randomized to receive beta carotene"
"21315";"Randomized to receive vitamin E"
"21316";"Randomized to receiveaspirin"
"21317";"Randomized treatment"
"21318";"Randomized treatment, % (n)"
"21319";"Randomized treatments, n (%)"
"21320";"Randomized, Double-Blind Reversal Phase (Baseline=Week 26)"
"21321";"Randomly assigned to ACE"
"21322";"Randomly assigned to calcium channel blocker"
"21323";"Randomly assigned to diuretic"
"21324";"range"
"21325";"Range"
"21326";"Range (min, max)"
"21327";"Range (Min, Max)"
"21328";"Range ED etiology (n)"
"21329";"Range IGA modified 2011 score, n (%)"
"21330";"Range of SBP"
"21331";"Range Race, n (%)"
"21332";"Range, (min, max)"
"21333";"Range: min, max"
"21334";"Range: min,max"
"21335";"Rank based on treatment = placebo"
"21336";"Rankin grade"
"21337";"Rankin scale ≥3"
"21338";"Ranolazine"
"21339";"Ranolazine (n = 1,789)"
"21340";"Ranolazine (n = 3279)"
"21341";"Ranolazine (n = 462)    Placebo (n = 465)"
"21342";"Ranolazine (n 5 232)"
"21343";"Ranolazine (n=1401)"
"21344";"Ranolazine (n=2441)"
"21345";"Ranolazine (n=707)"
"21346";"Ranolazine n=3161"
"21347";"Ranolazine vs. Placebo KM Failure Rate"
"21348";"Ranolazine, N = i3i7"
"21349";"Ranolazine, N = 1317"
"21350";"Ranolazine, N = 472"
"21351";"Ranotazine vs. Placebo KM Failure Rate"
"21352";"Ranozaline"
"21353";"Rarely"
"21354";"Rarely/Never"
"21355";"Rarertd antocagibtcn before andorrtzafon"
"21356";"RAS-aldosterone inhibitor^"
"21357";"RAS % target dose"
"21358";"RAS agents"
"21359";"RAS antagonist, %"
"21360";"Rasagiline, 1 mg/day"
"21361";"Rasagiline, 2 mg/day"
"21362";"Rash"
"21363";"Rate"
"21364";"RATE-CONTROL GROUP (N=2027)"
"21365";"Rate (% per year)"
"21366";"rate (mL/min/1.73m2)"
"21367";"Rate difference (events/year)"
"21368";"Rate difference (lebrikizumab-placebo)"
"21369";"Rate estimate (95% CI)"
"21370";"Rate in All Participants, %/y"
"21371";"Rate of non-progression (defined as CFB in mTSS £0), n/N (%)*"
"21372";"Rate of non-progression (defined as CFB in mTSS £0.5), n/N (%)*"
"21373";"Rate of oral or systemic corticosteroid"
"21374";"Rate of SAREs"
"21375";"Rate per 100-patient-years (control vs alirocumab)*"
"21376";"Rate per 100-patient-years (control vs alirocumab)i"
"21377";"Rate per 100 Patient-Years"
"21378";"Rate per 1000 patient-years"
"21379";"Rate ratio"
"21380";"Rate ratio (95% CI)"
"21381";"Rate Ratio (95% Ci)"
"21382";"Rate ratio (95% Cl)"
"21383";"Rate Ratio (95% Cl)"
"21384";"Rate ratio (95%CI)"
"21385";"Rate ratio (lebrikizumab vs placebo, 95% Cl)"
"21386";"Rate ratio {95% Cl)"
"21387";"Rate ratio MEPO/PBO (95% CI)"
"21388";"Rate ratio vs placebo (95% CI)"
"21389";"Rate reduction (%)"
"21390";"Rate(%/year)"
"21391";"Rate*"
"21392";"Rate* (n)"
"21393";"Rate, %/y"
"21394";"Rate/100 PYO"
"21395";"Rate/1000 patient- years"
"21396";"Rate/1000 patient-years"
"21397";"Rate†"
"21398";"Rate‡"
"21399";"rates"
"21400";"Rates per 100 patient-years"
"21401";"Ratet"
"21402";"Ratet    n (%)"
"21403";"Ratet (95% Cl)"
"21404";"Ratio"
"21405";"Ratio (95% CI)*"
"21406";"Ratio FP/SAL:SAL (95% CI)"
"21407";"Ratio MEPO/PBO (95% CI)"
"21408";"Ratio of FEV1 to FVC"
"21409";"Ratio of FEV1to FVC (%)"
"21410";"Ratio of HRs (95% CI), p for sex interaction"
"21411";"Ratio of HRs (95% Cl), p for sex interaction"
"21412";"Ratio of LDL to HDL"
"21413";"Ratio of LDL to HDL cholesterol"
"21414";"Ratio of urinary albumin (mg) to creatinine (g)"
"21415";"Ratio of urinary albumin (mg) to creatinine (g) Median"
"21416";"Ratio of women to men — %"
"21417";"Ratio to baseline in eosinophil count at week 32, geometric mean (SE on loge scale) cells/ll"
"21418";"Ratio to baseline in total IgE at week 32, geometric mean (SE on loge scale) U/ml"
"21419";"RCA"
"21420";"RCA, n (%)"
"21421";"RE-COVER 1 Dabigatran"
"21422";"RE-COVER 1 Warfarin"
"21423";"RE-COVER II"
"21424";"RE-COVER/RE-COVER II"
"21425";"RE-MEDY"
"21426";"Readmission (n=421)"
"21427";"Reason for discontinuation of previous TNFa inhibitor"
"21428";"Reason for enrollment in ACTIVE A"
"21429";"Reason for enrollment in ACTIVE A — no. (%)"
"21430";"Rec. Ischemia"
"21431";"Rec. Ischemia due to ECG changes"
"21432";"Rec. Ischemia due worsening angina"
"21433";"Rec. Ischemia leading to hasp"
"21434";"Rec. Ischemia leading to hosp"
"21435";"Rec. Ischemia requiring revasc"
"21436";"Received >2 prior anti-TNF therapies, n"
"21437";"Received 1 prior anti-TNF therapy, n"
"21438";"Received 1 prior biologic therapy, n"
"21439";"Received 2 prior biologic therapies, n"
"21440";"Received 3 prior biologic therapies, n"
"21441";"Received an oral AHA within 8 weeks prior to screening"
"21442";"Received antihypertensive within last 3 days, n (%)"
"21443";"Received drug-eluting stent"
"21444";"Received first loading dose"
"21445";"Receiving antihypertensive"
"21446";"Receiving antihypertensive treatment -"
"21447";"Receiving antihypertensive treatment, n (%) Blood pressure, mm Hg, mean (sd)"
"21448";"Receiving concomitant corticosteroids"
"21449";"Receiving concomitant NSAIDs and/or COX-2 inhibitors"
"21450";"Receiving insulin therapy"
"21451";"Recent cardiovascular eventf"
"21452";"Recent cardioversion (within 5 days before randomization) —"
"21453";"Recent cardioversion (within 5 days before randomization) — no. (%)"
"21454";"Recent surgery or trauma"
"21455";"Recent treatment (<3 months MMF/GGs)"
"21456";"Recent use of allopurinol (within 30 days of"
"21457";"receptor blocker"
"21458";"receptor blockers"
"21459";"receptor blockers, n (%)"
"21460";"receptor blockers, n (%) Baseline lipid and apolipoprotein levels"
"21461";"Recervini}"
"21462";"Recervng"
"21463";"Rectal bleeding subscore"
"21464";"Rectal bleeding subscore{"
"21465";"Rectum"
"21466";"Rectum and sigmoid colon only"
"21467";"Recurrent heart failure"
"21468";"Recurrent HF"
"21469";"Recurrent HF hospitalization"
"21470";"Recurrent infections (>1 per year)"
"21471";"Recurrent ischemia"
"21472";"Recurrent Ischemia"
"21473";"Recurrent ischemia- urgent revascularization"
"21474";"Recurrent VTE (statin use vs non-use)"
"21475";"Red blood cell counting, 1012/L"
"21476";"Redon"
"21477";"Reduced EF"
"21478";"Reduced HDL cholesterol"
"21479";"Reduction in Odds %"
"21480";"Reduction in risk % (95% CI)"
"21481";"Reduction of HbA1c from baseline≥0.5%"
"21482";"Reduction of HbA1c from baseline≥0.7%"
"21483";"Reduction of HbA1c from baseline≥1.0%"
"21484";"REDUCTION
IN RISK
(95% CI) %"
"21485";"Ref."
"21486";"REF§"
"21487";"Reference"
"21488";"Referent"
"21489";"Refractory to corticosteroids, n (%)"
"21490";"Refractory to such therapy — no. (%)"
"21491";"Regadenoson"
"21492";"Regadenoson (n = 334)"
"21493";"region"
"21494";"Region"
"21495";"Region-North America"
"21496";"Region - n (%)"
"21497";"Region - no. (%)"
"21498";"Region — no. (%)"
"21499";"Region — no. {%)"
"21500";"Region    North America"
"21501";"Region (%)"
"21502";"Region (pooled)"
"21503";"Region (US)"
"21504";"Region 一no. (%)"
"21505";"Region Latin American"
"21506";"Region N(%)"
"21507";"Region of enrollment"
"21508";"Region of enrollment— no. (%)"
"21509";"Region of enrollment — no. (%)"
"21510";"Region of enrollment, n (%)+"
"21511";"Region of enrollment, No. (%)"
"21512";"Region of residence (p=0 09)"
"21513";"Region of the world"
"21514";"Region of world — no. (%)"
"21515";"Region ofenrollment — %"
"21516";"Region ofthe world"
"21517";"Region United States"
"21518";"Region*"
"21519";"Region,"
"21520";"Region, %"
"21521";"Region, Asia/Paafic"
"21522";"Region, Europe"
"21523";"Region, Europe Union"
"21524";"Region, Latin America"
"21525";"Region, n (%)"
"21526";"Region, N (%)"
"21527";"Region, n (%)a"
"21528";"Region, no. (%)"
"21529";"Region, No. (%)"
"21530";"Region, No. (%)c"
"21531";"Region, No./total (%)"
"21532";"Region, North America"
"21533";"Region, n (%)"
"21534";"Region:"
"21535";"Regional anaesthesia"
"21536";"Regions, n (%)"
"21537";"Regiont"
"21538";"Regular alcohol consumption per week, no. (%)"
"21539";"Regular aspirin use"
"21540";"Regular PPI use"
"21541";"Reinfarction"
"21542";"Related to study druga"
"21543";"Relative decrease >10%"
"21544";"Relative decrease >5%"
"21545";"Relative risk (95% CI)"
"21546";"Relative Risk (95% CI)"
"21547";"Relative Risk (95% CI) ofPrimary End Point"
"21548";"Relative risk (95% Cl)"
"21549";"Relative Risk (95% Cl)"
"21550";"Relative Risk (95% Cl) Comparing ICD Therapy and Placebo Using a Linear Interaction Term in the Model (SHFMXICD)*"
"21551";"Relative Risk (95% confidence interval)"
"21552";"Relative Risk (95% Confidence Interval)"
"21553";"Relative Risk (95%CI)"
"21554";"Relative Risk {95%CI)"
"21555";"Relative Risk Comparing ICD Therapy and Placebo"
"21556";"Relative risk reduction (95% Cl)"
"21557";"Relative Risk Reduction (95% Cl) percent"
"21558";"Relative Risk vs. Placebo (95% Cl)"
"21559";"Relative risk* (95% Cl)"
"21560";"Relative risk®' (95% Cl)"
"21561";"Relative risk® (95% Cl)"
"21562";"Relative wall thickness"
"21563";"Remaining patients"
"21564";"Remission"
"21565";"Remission at maintenance-trial entry — no. (%)"
"21566";"Remission by: baseline duration of steroid"
"21567";"Remission by: baseline steroid doses"
"21568";"remission component of variable"
"21569";"Remission in overall population"
"21570";"Remission, n (%)"
"21571";"Remodeling"
"21572";"Renal"
"21573";"Renal biopsy class"
"21574";"Renal composite*"
"21575";"Renal disease"
"21576";"Renal disease)"
"21577";"Renal dysfunction"
"21578";"Renal Dysfunction"
"21579";"Renal events"
"21580";"Renal failure"
"21581";"Renal fmclicn: creatntoe clearance"
"21582";"Renal function"
"21583";"Renal function (eGFR) according to MDRD, n (%)"
"21584";"Renal function (eGFR, ml/min/1.73 m2)"
"21585";"Renal function (eGFR, mL/min/1.73 m2, according to MDRD), n (%)"
"21586";"Renal function (ml/min)"
"21587";"Renal function <60 eGFR, mL/min/1.73 m2"
"21588";"renal Function at randomization"
"21589";"Renal function subgroups"
"21590";"Renal function*"
"21591";"Renal Function, Moderate"
"21592";"Renal Function, Normal- Mild"
"21593";"Renal Function, Severe"
"21594";"Renal Function,bn (%)"
"21595";"Renal function: creatinine clearance"
"21596";"Renal function:!: n (%)"
"21597";"Renal Functiona"
"21598";"Renal Functionb"
"21599";"Renal Functionc, n (%)"
"21600";"Renal impairment"
"21601";"Renal impairment (CrCl <50 mL/min)"
"21602";"Renal impairment*"
"21603";"Renal impairment, n (%)"
"21604";"Renal impairmentf"
"21605";"Renal impairmentt"
"21606";"Renal Insufficiency"
"21607";"Renal insufficiency— no. (%)"
"21608";"Renal Insufficiency or Failure"
"21609";"Renal insufficiency*"
"21610";"Renal insufficiency/ failure"
"21611";"Renal insufficiency/failure"
"21612";"Renal insufficiency11"
"21613";"Renal parameters"
"21614";"Renal subgroup"
"21615";"Renin-angiotensin-aldosterone system blocker"
"21616";"Renin-angiotensin inhibitors"
"21617";"Renin-angiotensin system inhibitor use"
"21618";"Renin–angiotensin system inhibitor"
"21619";"Renin inhibitor"
"21620";"Renin inhibitor (e.g. aliskerin)"
"21621";"Renin inhibitors"
"21622";"Rentrop score"
"21623";"Repaired CHD"
"21624";"Repaired congenital shunts"
"21625";"Repaired S-P Shunts"
"21626";"Reported diabetes mellitus"
"21627";"Reported high cholesterol'!"
"21628";"Reported hypertension*"
"21629";"Reported in eCRF"
"21630";"Reqion"
"21631";"Required corticosteroid and/or antibiotic (without hospitalization)"
"21632";"Required hospitalization"
"21633";"requiring assistance"
"21634";"Rerandomization to Placebo (N = 171)f"
"21635";"Rescue medication use, inh/d{"
"21636";"Rescue medication use, mean inhalations/previous 3 d"
"21637";"Rescue use: mean No. of inhalations/d"
"21638";"Resection performed — no. {%)"
"21639";"Resection performed, %"
"21640";"Residence in Asia, n (%)"
"21641";"Residual deep-vein thrombosis, No. (%)"
"21642";"Residual perfusion defect >10% on lung scan, No. (%)"
"21643";"Resistant HTN n = 403"
"21644";"Resistant HTN: placebo n = 212"
"21645";"Resistant HTN: spiro n = 191"
"21646";"Reslizumab"
"21647";"Reslizumab (n=232)"
"21648";"Reslizumab (n=245)"
"21649";"Reslizumab 0.3 mg/kg (n = 104)"
"21650";"Reslizumab 3.0 mg/kg (n = 398)"
"21651";"Reslizumab 3.0 mg/kg (n = 106)"
"21652";"Resllzumab"
"21653";"Respiratory-related^"
"21654";"Respiratory medication (%)"
"21655";"Respiratory medication taken at baseline, n (%)"
"21656";"Respiratory rate (breaths/min)"
"21657";"Respiratory rate, breaths/min"
"21658";"Responder analyses (achieving AlC <7.0%)"
"21659";"Responders of three-item end point at 24 weeks*"
"21660";"Rest-of-world (n=645)"
"21661";"Rest-of-World (n=645)"
"21662";"Rest angina but not past 48 h"
"21663";"Rest angina past 48 h"
"21664";"Rest of the world"
"21665";"Rest of the World"
"21666";"Rest of world"
"21667";"Rest of World"
"21668";"Rest of world n Z 474"
"21669";"Rest ofthe world"
"21670";"Rest ofworld"
"21671";"Rest pain"
"21672";"Restenotic vessel"
"21673";"Restriction in normal activities in the past 2 weeks"
"21674";"Result"
"21675";"Ret/Abx- Facil. PCI"
"21676";"Reteplase"
"21677";"Reteplase/Abciximab-Facilitated PCI (n = 828)"
"21678";"retinopathy"
"21679";"Retinopathy"
"21680";"Retinopathy — %"
"21681";"Retinopathy — no. (%)"
"21682";"Retinopathy (stage 0/1/2/3)"
"21683";"Revascularisation but no antiplatelets, lipid-lowering agents, or p blockers"
"21684";"Revascularisation, n (%)"
"21685";"Revascularisation+antiplatelets+ lipid-lowering agents+p blockers"
"21686";"revascularization"
"21687";"Revascularization"
"21688";"Revascularization during index hospitalization, %"
"21689";"Revascularization history"
"21690";"Revascularization in 9 days"
"21691";"Reversibility"
"21692";"Reversibility — %"
"21693";"Reversibility %"
"21694";"Reversibility (% predicted FEV1)*"
"21695";"Reversibility (%)"
"21696";"Reversibility (%), median (range)c"
"21697";"Reversibility (%)t"
"21698";"Reversibility (anticholinergic), %, mean (SD)$"
"21699";"Reversibility (b2-agonist), %, mean (SD)1"
"21700";"Reversibility [%], median (range)"
"21701";"Reversibility <12% (ITT) (n=1123)"
"21702";"Reversibility <12% (ITT) (n=1132)"
"21703";"Reversibility <12% (ITT) (n=1141)"
"21704";"Reversibility <12% (ITT) (n=1505)"
"21705";"Reversibility <12% (n=1025)"
"21706";"Reversibility >12% (ITT) (n=468)"
"21707";"Reversibility >12% (ITT) (n=472)"
"21708";"Reversibility >12% (ITT) (n=474)"
"21709";"Reversibility >12% (ITT) (n=477)"
"21710";"Reversibility >12% (ITT) (n=618)"
"21711";"Reversibility >12% (ITT) (n=627)"
"21712";"Reversibility >12% (n=507)"
"21713";"Reversibility of FEV1 (%)"
"21714";"Reversibility S12% (ITT) (n=1135)"
"21715";"Reversibility S12% (ITT) (n=1524)"
"21716";"Reversibility stratum*"
"21717";"Reversibility to"
"21718";"Reversibility to salbutamol, %"
"21719";"reversibility to salbutamolc,d, mean (sD)"
"21720";"Reversibility*"
"21721";"Reversibility, %"
"21722";"Reversibility: <5%"
"21723";"Reversibility: >12%"
"21724";"Reversibility: >5 - <12%"
"21725";"Reversibility’' %"
"21726";"reversible"
"21727";"Reversible (%)"
"21728";"Reversible to albuterolc,d, n (%)"
"21729";"Reversible to bronchodilator,b %"
"21730";"REVIVE I"
"21731";"REVIVE II"
"21732";"RF-positive, > 14 IU/ml, %"
"21733";"RF (IU/mL)"
"21734";"RF (mg/dl)"
"21735";"RF (mg/dl; per unit)"
"21736";"RF and ACPA negative, n (%)"
"21737";"RF and ACPA negative8"
"21738";"RF and ACPA positive, n (%)"
"21739";"RF negative and ACPA positive, n (%)"
"21740";"RF or ACPA positive"
"21741";"RF positive"
"21742";"RF positive—number (%)"
"21743";"RF positive (>14 IU/mL), n (%)"
"21744";"RF positive and ACPA negative, n (%)"
"21745";"RF positive, %"
"21746";"RF positive, n (%)"
"21747";"RF positive, no. (%)"
"21748";"RF, % positive"
"21749";"Rhabdomyolysis"
"21750";"Rhabdomyolysis (N=31)"
"21751";"Rhabdomyolysis or myopathy"
"21752";"Rhabdomyolysis, myopathy, or elevated creatine phosphokinase >5x upper limit of normal (N=111)"
"21753";"Rhabdomyolysis, myopathy, or myalgia with CK elevation >5x ULN"
"21754";"Rheumatic heart disease"
"21755";"Rheumatoid arthritis"
"21756";"Rheumatoid factor-positive"
"21757";"Rheumatoid factor and ACPA positive"
"21758";"Rheumatoid factor or ACPA positive, or both"
"21759";"Rheumatoid factor positive"
"21760";"Rheumatoid factor Positive"
"21761";"Rheumatoid factor positive§, n (%)"
"21762";"Rheumatoid factor!"
"21763";"Rhinitis"
"21764";"RHYTHM-CONTROL GROUP (N=2033)"
"21765";"Rib"
"21766";"right"
"21767";"Right"
"21768";"Right coronary"
"21769";"Right coronary artery"
"21770";"Right coronary artery, n (%)"
"21771";"Right ventricular dysfunction — no./total no. (%)§"
"21772";"Right ventricular dysfunction, n/n (%)J"
"21773";"Right ventriculardysfunction atinclusion"
"21774";"Risedronate (N = 680)"
"21775";"Risedronate (N=435)"
"21776";"Risedronate n/N (%)"
